"MARLBOROUGH PRESHUTE HOUSE",,,,,,,,,,,,
Grid ref,SU179684,Long,-1.744001,Lat,51.414339,,,,,,,
Station no,RR4086,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.38,1.42,1.11,3.17,4.53,0.65,4.92,,,,,
February,5.65,1.60,0.82,1.93,3.57,0.78,3.08,,,,,
March,1.38,2.20,2.32,4.90,1.58,4.77,1.70,,,,,
April,1.84,2.79,1.78,2.82,1.33,2.43,0.92,,,,,
May,1.67,1.58,2.75,4.24,3.06,0.20,2.38,,,,,
June,2.57,2.15,3.46,4.78,1.01,4.45,3.27,,,,,
July,1.25,2.73,1.11,2.29,3.70,0.35,0.87,,,,,
August,2.99,2.34,3.89,4.16,2.37,1.79,1.52,,,,,
September,0.95,2.47,0.96,2.38,2.16,1.25,0.89,,,,,
October,2.73,1.84,2.03,8.32,1.03,1.86,6.66,,,,,
November,3.43,0.90,3.12,2.44,1.90,4.15,4.18,,,,,
December,5.06,5.56,2.14,2.57,2.47,1.28,2.45,,,,,
Total,32.90,27.58,25.49,44.00,28.71,23.96,32.84,,,,,
Calc annual,32.90,27.58,25.49,44.00,28.71,23.96,32.84,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,,
