MAIDSTONE-DETLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ795582,Long,0.573155,Lat,51.294633,Elevation,330,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,2.51,3.86,1.79,0.86,1.21,2.31,2.01,0.53,2.38,2.51,2.17,0.95,2.68,0.57,2.68,3.97,0.66,0.98,2.21,3.41,0.96,3.26,1.38,1.46,0.96,2.36,1.95,2.81,3.47,0.74,3.22,1.2,1.59,3.04,4.08
February,,,,,1.64,2.82,0.55,0.44,1.69,2.65,1.38,0.07,1.45,3.96,1.68,0.76,0.59,2.25,1.28,1.98,4.83,1.72,1.46,1.34,2.53,1.02,1.82,1.8,1.43,1,3.66,1.47,1.77,0.88,2.8,3.61,4.06,0.62,1.07,2.54
March,,,,,2.02,1.18,1.22,1.91,3.44,2.18,3.36,2.42,2.24,0.51,1.06,1.32,3.01,3.91,2.98,0.73,1.13,2.96,1.5,2.11,2.08,2.37,1.96,0.84,2.28,3.75,2.23,3,3.4,2.43,5.49,1.21,5.74,1.9,1.02,3.6
April,,,,,1.12,1.77,1.99,1.74,2.14,3.58,3.04,0.51,1.33,0.02,2.24,1.39,0.7,1.64,1.36,3.56,1.55,1.7,0.36,2.46,0.94,2.88,1.12,2.73,2.58,1.77,2.14,2.41,0.1,3.15,1.3,1.56,1.68,2.35,2.63,4.15
May,,,,,0.66,3.04,2.31,2.09,0.65,2.07,1.46,2.96,0.6,1.11,1.8,0.1,0.36,1.35,4.46,1.46,1.08,1.06,2.95,3.16,1.64,1.2,2.07,2.82,1.7,1.45,2.81,1.15,1.15,1.18,1.27,3.74,1.82,2.36,1.85,0.19
June,,,,,1.7,1.21,0.32,1.57,3.5,3.32,2.46,2.61,3.11,0.73,2.46,0.15,4.23,2.1,1.97,0.88,3.19,0.87,2.35,6.18,1.21,5.52,3.41,2.42,1.2,3.12,2.69,2.63,3.51,0.61,0.96,1.52,2.56,2.09,1.09,1.27
July,,,,,2.16,0.19,2.21,1.07,4.77,2.37,5.13,3.06,2.2,2.42,5.94,2.96,3.18,0.25,0.52,1.55,1.65,2.73,1.79,6.17,2.81,0.78,1.52,1.24,2.91,4.01,2.71,0.64,1.2,3.35,1.49,3.83,1.46,6.18,4.48,2.76
August,,,,,0.95,1.06,2.67,1.85,2.64,2.24,2.81,3.22,3.31,1.09,2.22,1.78,3.85,3.62,1.66,1.6,3.26,2.29,3.3,3.1,1.47,2.07,0.56,2.26,3.55,2.22,2.37,0.71,5.31,1.48,0.6,3.31,2.56,6.2,1.17,2.56
September,,,,,4.54,4.51,2.07,3.31,1.07,1.9,1.19,0.91,2.13,2.04,2.85,0.75,6.34,2.54,0.51,2.65,0.92,1.26,1.35,1.98,1.26,2.37,1.8,0.66,1.19,3.38,1.15,1.57,3.08,2.46,0.83,2.96,0.98,0.95,5.3,1.23
October,,,,,1.73,2.9,2.39,2.02,1.51,5.53,1.17,5.62,6.44,3.79,4.61,3.06,5.18,0.38,2.01,1.94,1.94,2.45,2.42,5.55,2.24,1.39,4,4.16,1.9,6.8,2.29,5.78,3.16,6.29,2.91,1.59,3.43,3.81,3.09,1.04
November,,,,,0.96,2.66,2.95,4.86,4.44,1.15,3.47,1.68,2.93,3.64,3.46,4.73,1.7,1.46,3.49,3.13,3.03,0.83,2.01,2.55,1.52,4.07,5.92,1.91,1.16,1.19,4.48,4.92,2.54,3.9,3.42,3.93,4.14,1.41,2.26,3.11
December,,,,,3.05,1.05,4.58,1.97,1.56,1.64,0.82,2.77,1.64,1.89,1.8,2.48,3.4,2.79,2.08,1.85,2.73,3.96,1.99,1.56,2.97,0.7,2.5,2.36,2.5,3.47,3.5,5.31,2.85,1.11,7.49,6.38,3.47,3.11,2.14,3.44
Total,,,,,,24.9,27.12,24.62,28.27,29.84,28.6,27.84,27.91,23.58,32.63,21.65,33.49,24.97,22.89,24.01,29.28,22.49,22.46,38.37,24.08,25.33,29.94,24.58,23.86,33.12,32.39,31.54,30.88,30.31,29.3,36.86,33.1,32.57,29.14,29.97
