ROTHERHAM (BROOM LANE),,,,,,,,,,,,
Grid ref,SK435923,Long,-1.346838,Lat,53.425706,,,,,,,
Station no,3131/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.77,1.98,0.45,1.59,2.26,3.76,0.97,2.21,2.68,4.43,,
February,2.73,0.32,1.80,2.37,2.86,1.48,1.98,4.24,0.05,2.43,,
March,2.52,1.54,0.82,1.59,2.46,0.75,1.14,1.68,1.05,1.73,,
April,0.78,1.27,1.75,0.26,0.46,2.59,0.13,0.46,2.82,0.59,,
May,3.28,1.56,1.84,4.21,2.29,0.35,1.18,2.03,0.91,1.30,,
June,0.48,1.34,1.48,1.49,2.80,3.12,1.54,4.91,1.17,1.13,,
July,1.59,2.20,2.32,1.72,0.62,3.85,3.29,6.03,0.95,2.42,,
August,4.94,0.91,1.80,6.33,0.41,4.68,5.04,1.57,0.78,3.18,,
September,1.43,1.94,1.24,1.28,1.18,3.04,3.18,2.00,0.01,4.27,,
October,1.01,3.84,1.74,2.67,1.61,1.06,0.98,1.57,1.83,5.97,,
November,5.48,1.35,1.27,4.77,2.01,0.55,2.47,0.59,3.68,3.53,,
December,1.70,1.38,1.17,2.40,2.06,2.49,1.95,3.00,2.87,2.18,,
Total,27.71,19.63,17.68,30.68,21.02,27.72,23.85,30.29,18.80,33.16,,
Calc annual,27.71,19.63,17.68,30.68,21.02,27.72,23.85,30.29,18.80,33.16,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,,
