"CODNOR CROSS HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2713,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,,,,,,,,,,1.16,,
February,,,,,,,,,,1.38,,
March,,,,,,,,,,3.59,,
April,,,,,,,,,,2.27,,
May,,,,,,,,,,3.07,,
June,,,,,,,,,,0.01,,
July,,,,,,,,,,3.74,,
August,,,,,,,,,,3.23,,
September,,,,,,,,,,2.69,,
October,,,,,,,,,,2.72,,
November,,,,,,,,,,1.01,,
December,,,,,,,,,,1.41,,
Total,,,,,,,,,,26.28,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.28,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,,
