CHEADLE-THE-HEATH-HOUSE-MAIN-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK026392,Long,-1.9627504,Lat,52.950175,Elevation,647,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,3.58,1.69,5.01,3.24,2.24,0.44,0.39,2.71,3.68,2.98,1.83,4.02,2.92,1.29,0.97,3.75,2.26,2.63,2.35,2.45,4.82,1.4,1.85,1.65,3.95,4.73,2.16,1.41,2.34,2.56,1.41,4.94,1.14,1.46,1.83,2.88,0.85,4.59,4.27,2.17,3.47,1.59,2.48,2.21,4.11
February,,,,,,1.54,3.46,3.66,1.81,4.09,2.76,5.39,2.79,2.19,2.06,2.55,0.88,0.45,0.87,2.48,0.65,0.06,1.59,3.21,2.86,0.19,1.72,3.14,2.19,2.33,3.84,1.27,1.9,1.17,3.11,1,3.1,1.89,2.03,0.6,3.12,1.8,1.47,0.83,2.06,3.31,4.13,1.53,2.45,2.17
March,,,,,,0.73,3.66,3.22,1.2,1.1,2.27,3.31,2.07,1.19,2.24,1.6,3.81,1.78,2.86,3.31,1.53,1.74,0.9,0.78,1.83,2.49,3.94,2.77,1.19,1.76,0.65,2.46,2.17,4.52,1.73,3.92,2.43,1.84,3,4.18,0.63,1.41,4.12,4.41,4.29,1.42,3.68,2.06,1.71,5.35
April,,,,,,0.43,4.07,2.23,2.2,2.86,1.43,1.12,4.33,1.94,1.63,1.85,1.79,0.85,1.46,3.23,1.36,2.6,1,0.53,1.64,2.23,1.35,3.27,2.3,3.11,1.78,1.84,1.77,2.09,1.92,2.45,1.83,1.39,2.66,2.49,2.29,1.37,0.37,3.92,1.05,0.63,2.12,1.76,1.22,1.82
May,,,,,,1.63,1.41,3.42,4.7,2.49,2.65,2.01,2.82,0.93,1.41,2.02,5.6,1.7,0.77,3.64,2.1,2.91,2.94,2.28,1.65,0.58,0.24,1.51,3.85,2.64,1.91,0.93,2.51,2.74,1.98,0.51,3.18,3.72,3.31,1.77,2.52,0.89,1.92,2.42,2.06,1.1,1.96,3.52,2.83,1.26
June,,,,,,3.13,2.91,1.96,3.67,6.4,2.67,2.4,5.87,3.81,2.06,3.54,1.39,1.31,3.26,0.57,3.08,3.63,4.39,1.4,2.51,1.2,3.09,3.18,2.15,2.12,4.53,1.98,1.69,0.86,0.96,1.94,1.97,4.17,4.19,3.61,1.77,3.09,4.58,1.39,1.04,1.71,2.57,2.78,1.58,1.84
July,,,,,,6.97,2.41,4.34,1.76,3.67,6.12,2.16,3.86,2.63,3.23,0.67,3.73,1.87,5.28,2.75,2.68,2.99,3.07,4.96,2.48,4.99,1.04,0.95,1.32,2.03,3.07,3.24,1.82,3.32,2.31,2.13,0.85,3.63,2.81,4.93,3.95,0.35,3.32,0.79,6.33,6.03,3.09,1.68,3.49,3.2
August,,,,,,2.5,2.42,5.5,7.91,7.26,3.42,5.81,2.68,2.1,2.73,1.97,1.71,2.48,3.41,3.97,3.56,4.89,2.87,2.8,2.61,3.53,2.58,4.52,4.36,1.39,4.25,2.32,3.29,5.43,4.86,5.04,2.11,3.62,4.81,2.86,4.67,1.78,7.47,2.27,3.1,3.5,2.53,6.25,3.63,2.56
September,,,,,,4.62,5.69,2.29,2.81,2.71,3.41,1.81,2.16,6.56,2.41,3.53,2.94,3.22,0.9,3.43,0.75,1.98,3.35,2.76,0.8,0.74,5.03,3.78,1,4.14,1.22,1.22,1.89,6.08,1.97,1.36,1.65,0.88,2.36,3.6,0.37,2.32,1.78,2.26,2.04,0.91,1.47,1.61,7.42,2.66
October,,,,,,6.39,3.38,3.06,3.35,1.27,4.07,3.5,5.37,3.67,1.51,6.05,4.22,2.16,0.83,3.08,2.3,4.54,3.97,1.73,3.55,2.39,3.13,1.11,2.76,3.23,3.56,2.86,3.09,5.79,1.16,2.38,5.57,4.2,1.6,5.47,2.25,2.29,3.54,4.24,2.85,2.83,4,5.91,1.75,3.02
