LOCH VENACHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN598064,Long,-4.263116,Lat,56.229417,Elevation,275,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,7.6,10.6,10,6.2,4.4,8,5,9.3,8.6,4.3,5.3,10.2,11.9,6.3,11.1,6,9,6.3,1.8,4.4,0.8,8,9.8,9.9,6.2,6.3,6.7,5.5,4,9.7,5.6,4.9,3.6,8.15,1.45,3.35,1.7,4.3,8.1,7.5,3.25,3.5,8.2,5.6,2.6,6.35,2.8,6.7,8.3,6.3,3.8,4.9,6.3,4.5,3.9,9.5,2.05,6.65,5.95,7.5,8.75,7.4,6.7,6.9,6.55,10.3,6.9,16,2.1,8,5.2,8.7,7.34,8.95,2.09,5.37,7.35,10.06,5.29,1.64,1.3,7.09,8.11,6.4,1.98,7.74,7.2,7.33,6.27,5.71,5.94,4.4,2.59,6.39,3.74,4.18,9.24,7.07,3.06,5.35,,
February,,6.7,1.9,6.1,6,6.8,8.2,6.7,6.9,6,5.3,6.2,7.2,1.2,2.2,2.1,5.9,6.4,3.3,3.9,5.7,5.9,7,5.9,6.3,8.5,2.8,4.8,0.55,3.4,0.8,1.4,2,6.5,10.6,0.45,3.2,4.5,5.3,5.4,4.2,2,2.2,7.4,5,2.4,3.25,4.8,2.95,1.9,6,9.9,6,5.1,9.2,8.5,6.2,0.8,8.95,0.7,10.1,1.2,5.9,6.7,1.1,5.8,7.75,4.7,6.2,3,0.45,4.65,0.05,4.81,0.73,7,3.11,5.88,4.93,7.82,3.34,5.17,2.18,5.48,1.89,9.47,4.54,0.53,8.52,5.38,7.2,3.97,1.54,2.2,5.68,3.77,1.88,4.25,2.51,2.17,4.67,,
March,,8.8,3,3.2,4.3,2.3,2.8,1.8,6.3,1.9,1.2,4.5,5,2.6,5.6,3.2,6.6,2.5,2,6.1,3.4,4.1,6.7,2.2,5.8,5.2,5.7,2.45,3.8,2,4.2,3.6,2,1.8,5.25,4.8,6.5,7.2,2,5.55,0.3,3.15,3.25,9,2.7,6.7,3,4.4,5,1.3,2.6,1.8,7.6,10.7,6.8,3.3,1.55,2.35,1.9,4.95,4.95,9.3,3.8,4,0.85,2.05,4.15,4.55,6.95,1.4,3.7,1.6,3.35,3.57,3.07,2.89,4.08,2.82,3.82,4,4.75,2.62,4.48,2.69,0.72,4.89,3.82,4.09,4.97,2.1,3.1,3.66,6.09,1.72,4.17,2.56,3.03,7.13,1.82,4.83,3.33,,
April,,0.1,6.1,5.7,2.9,1.2,2.9,7.2,3.9,2.3,2,5,1.9,1.4,3.6,2.2,3,4.2,3.5,2.3,4.4,1.4,2.7,3.5,2.2,2,2.8,2.5,2.6,4.3,2.1,2,1.9,1.7,1.5,3.9,3,3.3,3.65,5.7,3.1,4.7,1.7,1,6.2,3.1,1.45,2.5,1.4,5.3,4.5,3.7,1.6,4.2,4.15,3.85,3.65,1.55,1.45,2.7,2.1,1.65,3.35,4.9,3.7,6.3,3.1,3,3.6,0.9,1.5,2.75,5.9,3.17,4.71,4.37,2,2.87,0.7,3.01,4.19,2.11,4.31,4.22,3.71,3.34,1.22,9,3.84,5.4,4.17,4.1,2.39,3.04,2.44,3.67,1.57,2.64,1.89,5.25,5.4,,
May,,0.7,5.1,3.2,1.8,3.6,1.5,3.5,4.3,0.9,5.2,1.3,3,3.4,1.8,3.4,0.8,4.1,6.6,3,2.4,3.9,3.4,3.9,6,3.1,3.8,0.5,5.2,5,3.1,3,5.4,2.3,2.5,0.7,0.7,3,2.2,4.1,5,2.4,1.9,1.6,4.5,2.6,5.7,4.9,3.8,4.4,1.9,2.9,2,5.3,2.35,1.8,4.7,4.95,2.95,1.6,6.9,4.55,5.45,2.25,5.65,9.15,4.6,2.8,1.7,3.85,3.15,7.2,4.05,3.01,3.77,0.36,1.81,2.88,5.87,1.16,1.23,2.79,4.16,4.38,3.65,4.54,1.67,5.98,2.9,3.16,2.84,1.56,2.2,2.92,5.3,3.84,3.17,3.91,4.7,1.36,4.35,,
June,,4.6,4.2,4.1,5.2,0.7,2.6,2.3,1.7,2.4,1.5,1.9,8.7,3.4,2.4,3.6,4.7,5.9,3.2,6.5,2.7,5.5,6.4,3.8,2.1,2.1,1.9,1.55,4.75,1.3,5.7,1.8,5.5,2.3,3.5,2.5,4.7,6.7,3.3,2.8,6.7,4.2,2.7,3.7,2.6,1.8,1.2,5.8,3.35,2.55,3,3.15,6.7,4.25,1.2,1.7,3.05,3.6,1.35,3.2,2.5,0.3,2.3,1.5,3.3,0.7,2.95,6.4,5.5,3.5,3.35,6,1.8,1.88,2.47,7.54,2.21,3.92,6.95,2.97,0.59,1.09,1.57,7.11,4.96,5.43,5.48,5.54,6.18,2.06,2.32,3.04,3.58,2.93,3.75,2.98,3.41,2.31,3.13,2.72,3.58,,
July,,5.2,6.2,0.2,3.7,4.3,4,6.2,0.9,3.8,1.9,6.3,3.9,7.7,4.5,2.1,2.6,4.9,0.9,4.9,3.6,5.6,9,4.2,6.1,2.7,4.1,4,7.2,2.25,4.55,2.1,3.75,3.6,3.7,5.5,3.9,2.7,1.35,3.6,4.1,4.7,3.4,7,3.3,3.3,3.3,3,5,3.3,6,3.5,3.1,0.45,3.25,4.3,3.9,1.25,4.05,1.65,4,4.6,4.95,4.2,5.3,2.25,3.2,5.15,4.2,4.6,4.2,6.95,4.1,4.52,3.63,1.96,5.36,5.8,5.99,8.28,4.22,4.5,2.99,3.05,5.42,3.68,3.85,5.22,5.24,2.7,8.52,4.01,3.09,6.65,4.16,1.33,6.77,5.2,5.81,6.4,4.46,,
August,,12.3,4.1,5.6,2.7,6.2,7.9,4.5,8.2,0.6,0.9,4.7,7.9,6.2,5.4,4.8,4.7,7,5.7,5.8,2.2,5.8,5,6.4,5.9,4.6,3.4,4.9,4.75,7,4.2,7.3,9.4,5.4,5.45,8.9,2.55,8.1,6.7,2,5.1,3.9,3.3,8.8,7.3,6.9,7.45,7.15,4.2,3.45,11.8,5.6,6.3,1.6,4.85,4.35,4.7,8.6,3.45,3.3,6.8,7.2,3.25,8.65,5.2,5.9,4.6,7.5,8,7.3,8.05,1.45,3.15,4.16,5.22,4.11,3.92,6.2,3.6,2.15,1.95,4.67,7.93,9.18,4.18,1.78,6.42,0.05,8.62,6.61,7.05,6.9,5.3,3.94,7.11,1.2,6.38,5.02,7.31,2.09,4.6,,
September,,7.1,3.1,6.1,8.7,1.5,8.5,4.2,2.6,9.4,4.7,2.5,7.8,4.4,8.3,6.8,4,2.6,6.3,7.3,3.8,3.5,6.1,3.4,4.6,10.5,7.6,4.1,0.9,1.2,6.4,7.5,7,2.3,0.1,2.1,6.8,3.8,6,4.2,4.8,4.9,3.9,4.7,5.8,3.1,2.7,2.1,9.4,1.75,1.65,2.75,3,3.4,2.5,1.6,1.1,4.55,6.4,4.6,3.5,3.05,3.15,7.05,6.5,4.25,4.3,5.95,4.65,1.5,4.4,2,3.95,1.55,8.98,7.98,5.21,4.42,6.27,4.07,3.62,2.68,8.87,5.41,5.17,7.74,8.89,6.95,9.18,2.65,11.35,5.25,1.96,5.68,7.83,4.59,7.76,3.48,5.71,1.44,4.31,,
October,,6.3,11.2,4.7,3.4,5,4,7.3,7.6,3.8,7,5.7,4.7,7.3,10.9,6.6,8.9,11.6,6.4,2.4,0.7,4.5,6.7,6.7,6.6,4.4,6,2,4.7,5,3.75,6.35,4.9,5.8,3.8,3,4,2.8,4.8,4.7,6.1,5.1,3.7,11,3.3,4.1,7.3,3.9,2.2,8.85,3,4.7,7.2,3.65,1.5,3.8,9.55,9.7,7.35,1.3,3.3,6.1,3.4,7.7,5.15,5.65,8.4,7.7,8.8,7.6,7.75,4.55,8.32,3.4,9.28,10.78,6.6,3.99,11.58,3.4,7.86,5.95,6.52,14.12,6.01,8.39,0.87,4.55,10.19,9.2,5.7,1.59,5.15,3.29,10,4.77,3.82,5.71,5.76,5.8,5.22,,
