DUCHRAY VALLEY ( BEN LOMOND ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN 396 014,Long,-4.584123,Lat,56.178276,Elevation,1800,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,9.1,3.3,4,7.5,12.4,14,9.5,8.5,12.5,14.4,,5.4,11.1,,17,13.9,4.9,7.68,10.6,15.1,9,14.3,10,9.2,7.4,0,8,,11.7,9.1,10.6,7.1,,6.2,3.1,9.8,15.6,8.5,7,6.2,15.6,,5.1,1.8,9.3,10.1,12.3,6.8,9.9,13.3,6.4,6.6,15,7.5,11.4,8.4,12.5,7.1,9.4,10.24,7.5,5.6,14.8,2.4,9.05,4.05,8.9,14.6,14.5,15.6,,,,,,,
February,,,,,8.7,1.6,13.2,7.7,3.3,11,0,8.7,4.5,12.2,,3.8,4.2,,12.4,,4.4,7.6,9,0,4,2.7,7.1,6.9,6.2,0,11,,9.7,6.1,9.6,10.9,12.1,8,1.9,6,2.4,2.8,3.4,5.5,20.2,,5.8,8.5,8.3,9.3,5,2.6,3.1,15.5,2,7.2,1.2,9.4,4.4,2.8,6.5,12.2,9.6,7.8,12.4,10.5,8.1,1.3,11.9,1.05,13.5,3.4,7,9.1,,,,,,,
March,,,,,8,8,0.9,6,1.9,14.9,12.7,8.5,2.7,4.4,,1.9,8.9,,9.6,0.9,2.4,5.5,6.8,6.1,6.7,2.5,6.7,4.1,6,0,2.2,,7.6,1.8,6.5,6.8,,4,5,3.1,8,7.8,1.8,2.9,9.2,,7.8,10.5,3.7,9,0.9,5.35,7.4,17.2,6.2,10.2,9.2,8.2,5.5,2.3,6,3,9.9,8.1,9.7,5.6,1.7,4.2,3.2,3.4,8.45,14,4,4.35,,,,,,,
April,,,,,3,7.5,4,5.4,3.9,3.9,2,0.3,11.8,9.8,2.7,0.9,5.2,,4.8,3.1,1.8,6.2,3.4,1.2,5.6,1.1,4.6,4.6,2.7,2.1,8,,3.3,4.3,3.3,5.1,4.4,4.3,4.7,5.9,3.5,3.3,2.4,2.1,3.5,6,3.7,6,7.6,7.6,5.2,5.95,6.1,2.7,13.6,7.2,5.8,7.7,2.5,5.3,6.4,5.8,3.9,6.9,7.7,7.4,5.8,1.3,1.2,2.9,4.15,2.5,3.4,5.2,,,,,,,
May,,,,,7.6,3.4,5.7,5.9,7.5,0.7,8,1.6,10.8,4.4,1.4,8.1,2.3,4.1,7.4,1.1,9.7,0.9,3.8,3.8,3.9,7.6,1.4,7.4,8.9,4.1,6.5,3.8,9.5,5,6.4,5.3,6.9,1.3,8.2,6,4.8,3.7,7.1,4.5,3.6,0.7,0.8,4.5,3.2,4.6,11.8,4.5,6.6,4.1,9.4,7.9,13.1,10,4.5,7.1,2.8,8.4,4.3,7.1,3.7,1.9,6.1,6.2,4.25,2.05,9.6,6.8,8.85,3.7,,,,,,,
June,,,,,10.3,3.5,10,3.9,6.6,3.5,11,6.7,6.2,8.2,9.9,0.6,5.5,4.2,4.2,2.8,3.5,2.5,11,8.6,5,7.1,7.5,9.1,6.5,7.8,4.5,9.3,8.1,6,0.9,3.2,3.2,3.2,5.2,3,6.7,4.2,7.9,3.4,3.7,3.3,6,7.1,4.4,5.3,11.5,7.7,3.5,8.3,7.6,4.1,2.4,12.6,5.2,3.2,2.7,7.1,11.3,6.4,1.8,2,3.4,4.3,2.65,4.9,3.65,1.3,3.7,3.4,,,,,,,
July,,,,,7.5,5.1,4.5,5.1,7.6,5.5,4.4,8.5,11.2,0.8,2,7.8,5.6,7.3,1.6,5,1.6,7.9,6.5,8.9,7.1,1.4,6.5,7.9,0.6,5.8,5.8,6.7,11.2,7,11,4,6.5,6.2,7.1,3.1,6.7,2.8,4.5,6,5.3,7.3,7.2,4.8,4.1,9.6,9.5,4.1,6.5,10,8.8,7.8,9,5.5,9.8,6.3,9.2,6.5,4.3,1.4,6.8,6.3,4.3,2.4,4,2.25,7.95,6.9,7,10.5,,,,,,,
August,,,,,6.5,9.8,8.8,4.9,7.4,9.8,10.4,18.1,7.2,11.7,6,12.1,13.2,8.9,11.6,1.3,2.4,7.7,10,11.1,9.8,10.4,5.5,9,8.9,12.8,3.2,10,8,9.4,6,6.9,4.8,6.1,7.4,9.8,5.9,10.8,10.2,8.6,4.9,12.6,5.1,12.3,10.3,3.8,10.9,6,7.2,20.5,12.2,11.8,13.1,17.4,7.1,6.1,16.1,9.6,7.9,2.2,8.5,3.7,5.1,10,6.35,5.1,8.5,10,5.8,11.7,,,,,,,
September,,,,8.3,6.8,4.9,6.5,6.4,10.2,13.2,5.6,12.2,6.2,15.5,11,2.9,13.8,9.6,4.2,16,7.1,5.7,9.8,6.9,13.2,7.8,6.1,3.3,9.1,12.6,5.7,6.8,7,5.2,6.9,13.2,11.3,5.1,2,2.6,8.7,12,10.1,5,0,4,8.3,6.3,7.6,9,13.1,9.8,7.5,8.5,16.5,7.1,6.7,5.5,15.7,3.6,4.5,5.8,4.2,4.8,5.4,3.1,2.9,6.4,8.2,6.25,6.6,5.55,6.3,16.4,,,,,,,
October,,,,12.7,17.3,13.8,6.9,8.8,11,5.2,14.7,12.3,14.6,14.2,4.4,5.8,7.9,14.6,11.6,6.8,9.8,8.9,5.7,11,15,9,12.4,13.1,7.4,3,1.6,5.3,10.4,13.3,11.1,8.3,6.6,3.7,6.2,7.5,6.7,10.5,6.5,10.4,5.5,4,4.5,6.1,6.9,12.3,11.6,14.1,10,22.1,8.4,8.4,16.8,8.5,4.4,15.3,4,7.1,9.7,5.9,3.9,8.9,12.5,12.4,13.05,2.35,5.35,10.05,4,16.7,,,,,,,
