DUCHRAY VALLEY ( BEN LOMOND ) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN 396 014,Long,-4.584123,Lat,56.178276,Elevation,1800,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
November,,,,12.7,4.5,4.2,6.8,5.9,4.2,7.5,3.6,12.2,8.5,8.3,8.9,6.1,8.5,3.1,5.7,8.7,2.7,6.7,12,5.6,6.3,3.3,6.1,14.3,1.1,4.4,10.2,13.3,8.2,8.7,10.8,6.9,8.1,7.8,14.3,4.4,13.9,8.3,7.6,6.5,10.7,11.2,3.6,7.5,8.9,18.1,10.4,6.2,11,6.5,4.8,16.2,12.8,9.5,7.1,5.2,3.6,14.1,8.7,12.6,11.4,3.8,9.4,11.15,9.5,6.5,12.3,6.4,7.7,5.85,,,,,,,
December,,,,0.3,19.7,4.8,9.7,18,14.4,2.6,1.6,2.3,18.5,13.1,8,11.8,13.9,7.3,13.1,,1.9,9.5,7.9,9.2,0,12.9,9.9,13.3,,6.2,4,8.6,6.6,6.5,12,7.9,5.9,5.1,8.5,9.6,1.9,11.7,6,11.6,8.9,10.1,10.8,10.8,20,6.8,22.3,10.8,10.7,9.1,10.3,17,6.6,13,7.5,10.4,9.2,16.5,19.7,8.7,17,7.8,7.3,3.2,9.1,9.1,7.05,14.9,9.3,8.05,,,,,,,
Total,,,,,109,69.9,81,85.5,90.4,91.8,83.5,99.9,114.7,117,74.1,67.2,100.1,,103.2,,52.2,76.78,96.5,87.5,85.6,80.1,83.8,102.2,,,70.7,74.8,101.3,82.4,95.1,85.6,69.8,61,73.6,70.8,84.8,86.4,74.5,72.7,91.1,69,68.7,86.2,94.3,105.5,124.5,83.9,89.5,137.8,106.2,111.5,111.7,114.8,85.1,76,83.5,103.2,102.9,82.14,95.8,66.6,81.4,65.25,82.45,49.9,96,96.4,81.55,110.55,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
