GLEN CRERAN (FASNACLOICH),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN020477,Long,-5.225275,Lat,56.579328,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5400/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,14.75,17.09,19.8,8,12.6,7.8,5.3,14.8,13.9,4.75,1.1,,,,,,,,,,,,,,8.5,,,,,,
February,,,,,,,,,,,0.75,9,8,10.75,4.8,9,3.1,5,6.6,8.4,2.8,4.8,,,,,,,,,,,,,5.53,,,,,,
March,,,,,,,,,,,6.5,1.4,6.4,4.75,4.9,7.6,2.2,1.7,20.5,8.05,4.9,2,,,,,,,,,,,,,6.66,,,,,,
April,,,,,,,,,,,7.2,4.45,4,11.6,5.2,4.8,2.7,3.15,2.4,4.4,4.1,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,6.05,4.35,4,3.1,8.35,0.9,2.1,5.5,3.01,2.2,2.5,,,,,,,,,,,,,5.58,,,,,,,
June,,,,,,,,,,,4.7,9.78,2.3,3.95,2,5,3.55,7.1,11.25,4.3,2.15,,,,,,,,,,,,,0.85,,,,,,,
July,,,,,,,,,,,2.75,7.25,5,6.25,5.8,7,9.45,6.95,7.1,8.5,6.85,6.98,,,,,,,,,,,,9.71,,,,,,,
August,,,,,,,,,,,9.75,2.15,7.75,7.6,8.7,9.75,6.85,4.1,4.75,5,8.25,7.42,,,,,,,,,,,,8.92,,,,,,,
September,,,,,,,,,,,4.3,2.4,6.5,1.7,9.8,12.6,6.5,6.65,8.55,3,7.7,4.05,,,,,,,,,,,,13.86,,,,,,,
October,,,,,,,,,,,12.7,9.8,14.4,7.5,18.2,16.1,14.1,4,11.7,3.3,,,,,,,,,,,,,,8.12,,,,,,,
November,,,,,,,,,,,10.25,10.92,10.1,8.08,8.25,7.6,4.4,2,15.42,11.3,,,,,,,,,,,,,,18.2,,,,,,,
December,,,,,,,,,,,9.85,13.65,12.8,3.5,10.35,6.1,6,2.1,9.5,3.8,,,,,,,,,,,,,,9.13,,,,,,,
Total,,,,,,,,,,,89.55,92.24,101.05,76.78,98.95,94.25,66.25,63.05,114.68,67,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 total corrected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5400/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
