"KINGS WESTON HOUSE",,,,,,,,,,,,
Grid ref,ST542775,Long,-2.661119,Lat,51.494577,,,,,,,
Station no,2191,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.33,1.47,1.90,3.95,3.70,0.58,4.50,2.05,1.63,1.93,,
February,6.36,0.74,0.99,1.59,3.94,0.52,2.13,1.62,1.47,0.59,,
March,1.25,2.62,1.73,4.36,1.71,4.40,2.26,0.89,2.65,3.19,,
April,1.00,2.94,1.61,2.79,1.88,2.57,1.05,3.36,2.66,2.37,,
May,2.31,1.11,1.59,3.38,2.93,0.27,2.16,2.38,1.94,1.51,,
June,1.62,1.74,3.30,3.37,1.40,3.26,2.64,3.20,0.62,2.74,,
July,0.48,2.84,1.21,1.48,3.90,1.39,1.12,2.53,2.14,2.64,,
August,1.69,2.61,3.21,4.03,2.21,4.29,1.79,2.05,3.47,2.63,,
September,0.86,1.91,2.16,3.36,2.38,1.42,0.92,0.58,3.67,3.08,,
October,4.30,1.53,2.23,7.72,1.44,1.32,5.76,6.16,2.05,5.76,,
November,2.99,0.44,2.69,2.14,1.99,3.35,2.91,3.09,1.15,1.23,,
December,5.65,4.74,2.72,2.84,2.53,1.34,1.27,5.72,1.85,5.06,,
Total,32.84,24.69,25.34,41.01,30.01,24.71,28.51,33.63,25.30,32.73,,
Calc annual,32.84,24.69,25.34,41.01,30.01,24.71,28.51,33.63,25.30,32.73,,
Difference,0.00,-0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
