"KINGS WESTON HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2191,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.54,0.81,4.33,5.80,1.11,3.36,3.41,0.85,3.48,4.40,,
February,3.51,1.70,2.13,1.14,2.73,4.24,4.21,1.26,2.15,3.06,,
March,0.77,2.69,4.41,3.18,4.53,1.29,3.86,3.08,1.63,5.06,,
April,2.42,1.68,0.42,2.59,1.45,1.21,1.08,1.88,2.42,1.68,,
May,1.83,1.07,1.82,2.25,1.64,2.89,4.07,2.20,2.38,0.51,,
June,5.58,2.10,4.56,0.94,2.08,0.86,3.13,2.96,1.02,1.14,,
July,2.11,0.06,4.02,0.54,4.16,5.36,1.89,1.97,5.31,3.55,,
August,5.78,1.88,7.00,1.41,2.67,1.53,4.05,7.68,2.72,2.79,,
September,0.34,1.51,0.46,3.90,2.08,1.78,1.48,3.41,9.02,1.87,,
October,3.44,2.42,4.01,2.36,1.82,3.51,6.81,4.87,1.84,2.85,,
November,4.48,4.25,1.94,3.23,4.07,2.49,3.11,1.19,2.10,1.77,,
December,4.76,5.96,5.17,1.62,7.23,6.01,4.37,0.48,4.22,5.91,,
Total,37.56,26.13,40.27,28.96,35.57,34.53,41.47,31.83,38.29,34.65,,
Calc annual,37.56,26.13,40.27,28.96,35.57,34.53,41.47,31.83,38.29,34.59,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.06,,
