CHESHUNT-MANOR-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL359020,Long,-0.03474,Lat,51.70089,Elevation,88,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,0.76,3.2,1.54,1.16,2.9,3.69,2.4,2.24,2.96,1.14,2.6,2,2.31,1.54,3.38,1.4,2.06,1.32,1.67,1.62,1.44,1.26,3.6,3.51,2.51,5.3,1.92,2.37,1.9,,,,,,,,
February,,,,,2.41,3.89,3.29,0.71,0.96,2.72,0.46,0.16,2.09,2.94,0.67,2.96,2.86,3.4,1.68,0.49,0.6,1.87,0.17,1.25,0.15,2.37,1.55,3.73,0.57,0.71,1.96,1.93,0.93,,,,,,,,
March,,,,,3.98,1.1,3.84,1.41,0.9,2.79,1.48,1.03,1.69,2.12,1.14,0.64,0.22,2.42,1.56,0,1.49,0.05,1.34,2.18,1.94,0.46,1.05,2.22,0.46,1.37,2.87,2.47,1.91,,,,,,,,
April,,,,,0.62,0.88,1.2,2.04,3.55,3.27,3.71,1.6,2.58,1.28,3.31,1.19,2.89,1.75,1.14,1.36,1.94,3.44,2.04,0.87,1.72,2.88,1.15,2.85,0.06,2.96,1.47,1.85,1.26,,,,,,,,
May,,,,,1.5,2.82,1.96,2.77,2.07,0.22,2.18,0.76,1.08,1.71,3,1.58,1.33,1.05,1.57,1.45,2.91,2.64,3.06,1.8,0.4,1.19,0.83,2.92,1.98,1.48,1.97,1.76,2.09,,,,,,,,
June,,,,,1.59,0.89,2.23,1.2,1.1,1.42,1.57,0.45,1.29,0.73,2.36,0.1,3.5,2.83,2.6,1.24,2.09,1.16,0.84,2.09,1.13,2.93,4.6,2.22,0.35,1.29,0.4,0.78,0.13,,,,,,,,
July,,,,,1.52,4.49,1.86,3.9,3.46,2.46,4.26,0.25,3.22,2.32,,2.86,2.3,2.89,1.57,2.17,1.8,2.4,1.56,0.7,0.88,0.45,2.8,2.09,1.44,2.09,2.59,4.29,2.14,,,,,,,,
August,,,,,1.14,2.42,4.97,3.79,1.56,2.21,1.32,1.48,2.24,1.44,2.15,2.2,1.86,3.33,1.83,1.18,2.33,4.55,1.86,0.5,2.18,1.35,0.29,2.28,2.16,3.52,0.13,4.71,1.41,,,,,,,,
September,,,,,1.09,1.8,1.61,1.7,6.23,1.18,2.75,2.31,2.2,1.34,2.77,2.89,2.08,4.81,0.69,0.38,3.05,2.69,1.76,2.47,1.51,3.32,2.56,1.52,2.73,1.88,0.72,0.7,0.93,,,,,,,,
October,,,,,1.03,1.64,3.4,3.67,1.23,0.5,1.28,1.43,0.99,4.24,3.14,2.74,2.74,2.09,3.38,3.26,1.05,0.53,4.41,1.39,1.25,3.17,1.98,2.05,2.81,5.04,2.67,0.79,4.06,,,,,,,,
November,,,,,3.21,2.5,4.23,1.48,2.2,1.96,0.99,1.99,1.25,1.5,2.21,1.24,3.94,2.32,2.16,5.31,3.74,2.29,1.33,0.88,1.68,3.53,2.96,1.63,2.97,3.82,6.74,2.08,2.34,,,,,,,,
December,,,,,7.02,4.9,2.95,1,2.31,3.67,2.55,1.4,2.4,2.16,,1.94,0.31,2.61,2.46,4.9,2.42,0.63,0.42,0.4,4.57,2.64,1.36,3.3,3.35,1.17,1.26,1.64,2.5,,,,,,,,
Total,,,,,25.87,30.53,33.08,24.83,28.47,26.09,24.95,15.1,23.99,22.92,,22.34,26.34,31.04,24.02,23.14,25.48,23.57,20.46,16.15,18.85,25.55,24.73,30.32,21.39,30.63,24.7,25.37,21.6,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914 Mar IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 Jul Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
