"EDINBURGH (THE ACADEMY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5140,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.45,-999.00,1.57,1.12,1.97,2.05,2.63,2.00,3.69,0.72,2.68,
February,2.21,0.37,1.97,2.45,0.71,2.86,2.99,1.02,2.91,0.99,0.45,
March,2.29,2.20,1.16,0.73,1.47,2.19,1.35,1.43,1.86,0.24,1.91,
April,1.52,0.55,1.48,2.03,1.30,2.37,1.34,1.44,0.60,1.70,1.33,
May,2.29,1.73,1.12,1.23,4.12,3.71,3.20,1.93,1.35,1.88,1.17,
June,1.05,0.42,1.65,1.01,1.45,0.43,2.36,3.43,4.62,2.15,1.69,
July,4.58,2.11,3.37,2.40,3.79,1.52,2.44,3.16,2.05,2.24,4.15,
August,4.94,4.01,1.40,4.52,2.36,3.16,1.77,7.00,3.73,4.23,5.55,
September,1.35,1.84,1.72,1.75,2.88,3.88,3.91,7.19,2.37,0.30,3.59,
October,0.83,3.67,1.46,1.56,2.95,1.69,3.31,2.99,3.14,2.64,2.66,
November,1.61,0.98,0.84,2.70,1.01,0.77,3.30,1.35,2.52,3.24,3.45,
December,2.32,2.68,2.58,2.25,2.86,3.19,0.55,1.58,2.18,3.63,1.69,
Total,27.44,23.99,20.32,23.75,26.87,27.82,29.15,34.52,31.02,23.96,30.32,
Calc annual,27.44,20.56,20.32,23.75,26.87,27.82,29.15,34.52,31.02,23.96,30.32,
Difference,0.00,3.43,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,
