"WESTON TURVILLE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,987,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.70,1.88,2.21,0.80,2.59,1.40,2.57,1.69,2.37,0.78,,
February,0.39,0.27,1.88,2.82,0.35,3.15,1.99,2.71,1.19,0.39,,
March,1.05,0.65,1.47,1.41,1.24,0.61,0.05,1.57,1.55,0.00,,
April,3.16,0.91,2.77,1.73,2.83,1.80,2.43,1.32,0.72,0.92,,
May,1.09,1.16,0.79,1.63,7.38,2.00,2.43,0.90,1.36,0.93,,
June,2.38,0.31,0.87,0.40,2.55,0.00,2.74,2.50,1.66,0.56,,
July,3.86,0.23,4.10,2.74,3.44,4.85,2.24,2.56,2.56,1.40,,
August,1.00,1.42,3.65,3.55,1.77,2.89,1.14,3.38,2.73,0.19,,
September,2.04,1.40,1.40,2.47,3.51,3.02,0.96,4.24,0.66,0.15,,
October,1.18,0.79,0.39,4.31,3.58,2.58,1.60,1.41,3.07,3.49,,
November,0.85,1.45,0.82,1.25,2.59,1.83,3.10,1.88,1.87,4.20,,
December,1.46,1.16,1.58,2.49,3.03,1.80,0.29,1.59,1.76,2.74,,
Total,20.16,11.63,21.93,25.60,34.86,25.93,21.54,25.75,21.50,15.75,,
Calc annual,20.16,11.63,21.93,25.60,34.86,25.93,21.54,25.75,21.50,15.75,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,NaN,
