BRIGHOUSE (BADGER HILL RESERVOIR),,,,,,,,,,,,
Grid ref,SE130207,Long,-1.804653,Lat,53.682600,,,,,,,
Station no,3233/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,1.37,3.51,1.85,4.68,3.01,3.22,3.59,5.38,,
February,,,1.69,3.42,1.90,1.31,2.64,5.86,0.13,2.67,,
March,,,2.58,2.35,2.46,1.25,2.04,2.00,1.27,1.91,,
April,,,3.68,0.28,0.82,3.10,0.13,0.67,3.59,1.31,,
May,,,2.24,3.70,3.54,0.98,1.47,3.85,1.57,1.93,,
June,,,2.68,1.85,2.32,2.77,2.00,5.17,1.64,0.74,,
July,,,4.67,1.91,0.62,5.81,3.71,4.80,2.97,4.30,,
August,,,4.10,7.83,0.60,7.26,5.73,3.65,0.85,4.75,,
September,,,2.47,4.77,1.39,4.07,4.50,3.79,0.35,2.67,,
October,,,2.20,6.34,1.66,2.05,3.61,2.70,3.59,5.50,,
November,,,4.00,6.96,1.59,1.03,2.38,0.84,3.65,6.30,,
December,,,1.87,4.50,4.72,4.30,4.52,3.88,6.26,3.79,,
Total,,,33.55,47.42,23.47,38.61,35.74,40.43,29.46,41.25,,
Calc annual,0.00,0.00,33.55,47.42,23.47,38.61,35.74,40.43,29.46,41.25,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
