"ST PANCRAS CAMDEN SQUARE (NEWSITE)",,,,,,,,,,,,
Grid ref,TQ296845,Long,-0.132460,Lat,51.544523,,,,,,,
Station no,46/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,-999.00,,,2.33,2.21,1.66,,
February,,,,,-999.00,,,2.55,0.06,2.46,,
March,,,,,-999.00,,,1.19,1.74,1.68,,
April,,,,,-999.00,,,1.74,2.14,0.64,,
May,,,,,-999.00,,,2.25,0.91,1.93,,
June,,,,,-999.00,,0.63,5.11,1.74,1.72,,
July,,,,,-999.00,,3.29,2.29,1.33,3.07,,
August,,,,,-999.00,,2.51,3.92,1.89,2.90,,
September,,,,,-999.00,,2.47,3.64,0.08,5.22,,
October,,,,,-999.00,,1.92,2.87,2.01,5.61,,
November,,,,,-999.00,,2.33,2.00,2.49,4.23,,
December,,,,,-999.00,,1.68,3.07,3.35,2.39,,
Total,,,,,,,,32.96,19.95,33.51,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,14.83,32.96,19.95,33.51,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,,
