THORNBURY-THORNBURY-PARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST634908,Long,-2.529993,Lat,51.614829,Elevation,70,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,8.33,1.61,3.42,2.22,0.96,3.1,3.89,,,12.55,1.63,4.29,3.28,5.04,3.63,5.64,0.93,5.22,1.95,4.13,2.57,2.62,0.74,3.66,3.7,3.98,5.55,2.64,4.01,2.63,6.08,2,2.59,3.65,2.16,5.6,0.95,0.81,3.96,2.61,0.92,,3.35,3.15,3.58,2.73,3.95,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,1.86,4.1,4.21,5.06,1.08,1.47,3.41,,,5.38,5.96,0.23,3.48,2.08,2.31,3.54,0.94,0.5,2.02,0.11,3.21,0.47,2.89,2.57,5.18,0.95,1.6,2.43,3.96,0.47,1.27,0.51,2.77,2.41,1.87,1.6,1.13,5.77,3.91,0.5,1.52,,1.45,0.35,3.08,3.26,0.36,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,4.77,5.91,1.3,3.75,2.74,1.77,5.35,,,7.96,1.5,1.55,0.43,0.39,2.8,4.14,0.49,2.46,0.75,2.19,2.85,1.75,0.74,3.04,2.89,0.34,1.47,2.07,2.82,2.36,1.41,0.19,1.23,1.2,7.01,1.96,1.39,1.8,3.98,2.69,1.07,,1.55,0.59,3.17,1.21,2.75,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,5.36,2.5,1.08,1.32,1.36,1.77,1.84,,,9.11,2.8,2.95,1.76,2.82,1.08,1.14,0.93,2.77,2.54,3.24,1.22,1.78,6.07,2.63,2.6,0.06,3.01,2.19,1.08,1.18,0.79,1.71,1.26,2.58,2.86,2.81,2.51,2.52,3.26,2.22,3.33,,1.11,2.09,0.15,1.16,3.4,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,3.48,1.56,2.84,2.88,2.42,1.8,0.04,,,4.47,1.94,5.28,3.57,2.16,1.38,0.81,2.38,1.39,3.23,5.45,3.18,1.36,0.91,0.43,2.32,2.44,0.76,2.94,2,4.18,3.37,0.8,2.84,4.59,3.3,4.24,3.56,2.29,2.65,4.09,2.8,,5.55,0.64,1.6,2.87,2.05,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,1.11,2.39,0.81,2.13,1.93,1.03,0.88,,,4.41,0.68,2.75,0,1.96,3.21,2.76,2.01,1.35,3.48,1.49,1.5,1.23,4.43,3.2,1.58,1,2.31,0.61,1.79,0.22,2.38,3.46,3.58,3.15,2.56,2.56,0.48,2.23,1.18,1.78,1.55,,3.71,2.26,1.53,3.8,2.32,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,0.73,5.06,4.89,1.76,1.88,7.02,2.79,,,10.21,2,5.25,3.84,2.74,4.45,2.75,1.8,3.9,3.92,3.01,1.71,1.44,0.79,6.36,3.93,3.39,5.26,5.51,2.24,1.76,2.37,2,1.78,1.54,2.92,0.81,1.24,4.46,1.27,1.05,3.05,,0.14,2.63,3.51,2.94,2.06,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.39,2.45,1.88,4.53,8.51,1.87,2.94,,,8.45,2.48,4.99,2.59,3.42,4.06,2.41,3.43,2.51,4.64,1.08,0.91,2.16,1.84,0.37,0.43,4.02,2.9,0.14,5.03,5.65,2.9,3.19,2.09,6.99,1.1,4.65,1.66,6.4,5.67,4.48,4.39,,0.53,3.82,3.4,3.6,2.51,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,4.14,1.64,1.41,0.96,2.64,9.07,1.6,,,6.96,2.41,4.68,4.06,0.97,5.69,1.08,0.3,3.63,2.57,4.31,2.74,2.37,6.52,3.1,1.33,1.35,0.67,0.68,0.66,3.15,2.95,4.18,3.39,4.44,1.81,2.83,2.92,4.68,3.59,3.05,3.36,4.33,0.94,3.36,3.38,6.46,0.09,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,2.29,1.91,3.76,6.32,3.97,1.63,2.97,,,6.02,5.65,5.27,4.12,3.35,2.81,5.95,4.66,2.69,0.63,5.68,2.82,2.04,5.52,1.73,3.18,5.34,2.4,4.44,1.76,2.95,2.64,4.95,3.88,0.96,0.54,4.38,7.1,1.21,0.98,4.42,2.06,2.99,,1.68,3.28,2.35,3.21,6.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,4.01,3.51,1.76,2.52,0.77,1.5,1.46,,,5.77,2.3,3.08,1.58,7.36,2.87,3.99,9.15,3.61,5.29,1.97,0.95,1.12,5.81,3.8,1.51,3.54,5.37,6.63,1.64,1.16,1.7,5.92,0.37,3.92,3.13,1.45,3.22,6.88,7.4,4.21,2.05,5.44,,0.77,2.07,2.04,3.08,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,1.84,6.87,6.01,3.69,0.45,2.85,4.76,,,10.75,3.05,4.5,4.92,0.49,3.42,3.22,8.16,3.11,1.78,1.34,1.08,6.78,3.73,3.41,2.35,3.38,2.4,1.32,2.27,3.26,1.79,1.88,5.34,3.25,2.37,4.01,2.1,1.5,3.24,2.19,0.83,2.29,,4.21,2.37,3.5,5.7,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,39.31,39.51,33.37,37.14,28.71,34.88,31.93,,,92.04,32.4,44.82,33.63,32.78,37.71,37.43,35.18,33.14,32.8,34,24.74,25.12,39.99,34.3,31,29.79,33.7,31.6,29.26,28.97,29.65,30.79,31.12,38.68,31.63,36.9,28.26,40.55,41.09,33.29,26.93,,,25.55,31.12,35.92,31.48,43.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
