GORSEINON PENLLERGAER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS623990,Long,-3.992056,Lat,51.673307,Elevation,240,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,6.44,5.42,0.63,3.82,4.35,1.81,,4.45,2.38,,,,,,,,,,,,,,,,,,,,,,5.63,6,4.11,6.35,5.01,2.52,2.02,6.42,4.39,3.42,2.81,5.42,6.65,1.79,2.85,2.91,7.45,6.81,3.54,2.54,5.97,6.68,1.99,8.18,2.65,2.61,2.03,5.26,2.4,6.38,7.66,2.73,5.25,4.19,1.88,5.42,7.23,6.96,6.71,5.47,3.61,5.9,4.03,8.06,6.07,10.04,3.07,8.59,5.17,7.03,3.76,,,,,,,
February,,,,2.97,-999,2.06,4.28,3.19,0.86,,-999,4.27,,,,,,,,,,,,,,,,,,,,,,6.17,5.12,4.95,1.25,1.17,1.47,3.46,1.41,0.17,2.41,6.76,4.27,0.09,1.25,5.4,2.62,4.56,6.11,2.04,1.28,2.86,6.2,1.93,4.34,2.77,3.35,0.55,6.37,4.02,3.98,2.26,6.65,7.96,5.68,2.2,3.75,4.06,2.12,0.15,5.22,9.26,0.62,8.21,5.03,4.64,5.4,1.71,0.69,4.69,0,3.88,,,,,,,
March,,,,1.27,-999,2.73,1.27,-999,1.69,,-999,3.58,,,,,,,,,,,,,,,,,,,,,,1.18,5.06,2.13,5.97,2.26,3.52,3.87,2.3,2.12,1.68,0.93,3.29,4.62,5.25,5.54,1.36,1.99,1.22,2.89,3.69,8.11,2.29,6.74,3.87,2.09,5.62,5.05,1.69,2.8,7.86,7.31,6.9,1.1,2.22,3.03,2.64,6.15,7,5.03,3.71,2.44,2.85,1.19,0.9,5.25,4.7,1.5,2.86,1.18,2.42,2.5,,,,,,,
April,,,,3.19,-999,0.77,-999,-999,1.52,,2.01,0.68,,,,,,,,,,,,,,,,,,,,,,1.39,2.65,3.66,3.2,1.27,1.6,2.71,2.03,4.05,2.27,0.27,2.3,2.74,1.3,4.62,2.71,5.95,2.3,4.25,2.73,2.41,3.36,4.74,1.6,4.38,3.79,3.56,3.36,3.25,0.45,6.44,1.46,2.3,2.33,2.54,2.13,1.89,6.87,1.11,2.67,3.87,3.82,3.67,2.44,2.16,1.42,0.94,2.93,3.25,2.79,2.36,,,,,,,
May,,,,-999,3.93,-999,-999,-999,1.25,,3.61,-999,,,,,,,,,,,,,,,,,,,,,,2.46,2.31,3.26,3.83,2.18,2.31,2.38,2.86,4,1.48,2.75,4.7,0.54,0.1,1.81,2.95,3.26,3.09,1.24,3.16,2.93,3.15,0.6,8.41,3.15,3.78,1.78,2.15,2.13,1.85,3.58,3.05,2.38,3.45,3,1.94,1.5,3.48,2.07,1.92,3.59,3.56,5.87,2.49,1.91,0.59,4.21,2.58,4.6,4.81,1.82,,,,,,,
June,,,,-999,3.51,-999,2.37,1.97,,,10.38,-999,,,,,,,,,,,,,,,,,,,,,,4.32,2.73,4.06,1,0.6,3.9,0.35,3.28,2.37,2.01,2.3,3.15,0.9,1.5,4.44,2.77,1.66,3.9,4.3,4.37,1.64,2.01,3.19,3.7,5.65,1.12,2.35,4.99,3.9,7.49,2.88,1.99,2.27,3.49,3.13,2.12,2.36,3.29,0.66,1.35,1.17,2.76,0,2.44,4.05,4.93,3.32,2,4.45,3.41,1.67,,,,,,,
July,,,,4.36,6.31,2.8,1.68,4.55,,,2.83,-999,,,,,,,,,,,,,,,,,,,,,,4.76,4.6,1.91,5.26,3.89,6.27,4.14,4.16,2.69,2.56,4.56,5.88,4.75,3.56,2.33,1.07,1.81,2.51,1.75,2.61,3.92,3.03,2.73,2.47,2.69,4.99,3.62,5.58,0.45,4.39,0.8,5.7,4.91,1.98,4.28,4.54,0.92,7.66,2.4,6.13,4.13,6.46,2.39,2.34,5.08,3.41,4.35,4.79,5.84,4.94,3.37,,,,,,,
August,,,,4.17,2.71,1.88,4.42,1.28,,,9.13,-999,,,,,,,,,,,,,,,,,,,,,,2.01,2.9,1.76,2.2,2.37,4.72,3.67,4.04,10.3,4.74,3.44,5.52,5.55,2.87,6.69,4.89,1.4,4.61,6.03,2.26,7.4,4.42,6.9,5.71,6.09,6.23,2.44,7.13,3.85,11.36,1.71,5.56,2.81,3.67,8.67,2.99,2.91,2.88,5.71,4.6,5.96,7.18,7.46,5.9,6.88,4.98,3.77,6.97,4.07,1.29,1.5,,,,,,,
September,,,,3.13,-999,1.24,3.17,4.11,,,4.1,6.25,,,,,,,,,,,,,,,,,,,,,,6.65,4.21,7.73,5.96,2.9,2.05,2.48,2.33,4.82,5.03,2.95,1.76,1.23,8.28,6.28,2.19,2.89,2.02,3.77,2.77,5.82,4.02,2.11,2.01,1.29,3.34,4.58,0.3,3.32,0.94,3.7,4.4,1.64,3.23,3.52,9.86,2.8,5.01,2.6,5.45,4.81,6.3,4.71,1.48,7.02,1.78,1.1,5.55,2.88,6,1.78,,,,,,,
October,,,,6.69,-999,2.92,-999,4.61,,,4.02,3.78,,,,,,,,,,,,,,,,,,,,,,5.52,3.56,5.56,8.26,3.32,2.89,5.18,3.55,12.86,3.96,6.78,8.21,4.01,5.52,2.22,7.96,3.94,7.18,4.97,4.53,12.71,3.36,2.69,9.77,9.01,2.71,8.02,4.52,3.74,6,7.17,2.46,3.77,12.95,7.6,5.6,2.04,5.89,2.46,1.43,7.75,6.25,6.58,4.1,3.48,10.2,6.75,8.08,1.86,8.96,8.61,,,,,,,
November,,,,5.09,2.39,0.54,-999,2.1,,,2.6,-999,,,,,,,,,,,,,,,,,,,,,,6.85,2.95,5.58,6.05,4.73,8.47,3.1,7.02,4.94,4.49,3.29,7.26,6.49,1.45,3.91,5.07,3.95,5.27,1.58,5.28,3.56,4.66,5.39,5.58,4.64,3.4,2.01,6.32,7.97,4.64,8.93,5.61,4.23,5.18,3.98,4.16,3.25,3.06,4.28,2.73,4.62,4.72,4.4,10.83,5.07,6.83,14.52,5.22,11.25,3.75,1.43,,,,,,,
December,,,,0.59,3.83,2.6,-999,2.29,,,5.9,-999,,,,,,,,,,,,,,,,,,,,,,2.25,7.23,2.2,6.19,3.84,6.37,4.15,2,8.9,2.92,6.85,4.78,3.89,9.27,7.71,7.13,3.68,8.08,7.8,4.05,4.51,5.04,2.04,4.6,7.04,5.85,8.24,8.65,11.75,8.76,2.71,9.74,9.56,3.95,1.25,8.75,8.53,5.94,3.68,6.33,5.92,9.78,4.37,0.59,3.56,5.82,10.38,6.9,3.06,4,1.75,,,,,,,
Total,,,,44.56,39.01,26.31,39.91,40.12,,,55.28,50.39,,,,,,,,,,,,,,,,,,,,,,49.19,49.32,46.91,55.52,33.54,46.09,37.51,41.4,61.61,36.97,43.69,56.54,41.46,42.14,53.8,43.63,42.54,53.1,44.16,39.27,61.84,48.22,41.05,60.24,51.45,46.79,44.23,56.32,49.58,64.1,55.15,56.25,48.18,52.32,45.08,53.9,43.64,60.16,36.86,47.01,57.13,60.2,52.88,46.6,55.17,60.1,55.62,57.16,52.3,49.4,34.43,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bracketed results for 1856  Apr/May 6.87, Oct/Nov/Dec 12.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bracketed results for 1861 May/Jun/ 13.48, Jul/Aug 5.40, Nov/Dec 10.57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
