"BOURNE COUNCIL SCHOOL, LINCOLNSHIRE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4259,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.75,,,,,,,,,,,
February,0.59,,,,,,,,,,,
March,2.74,,,,,,,,,,,
April,3.83,,,,,,,,,,,
May,2.56,,,,,,,,,,,
June,2.15,,,,,,,,,,,
July,2.83,,,,,,,,,,,
August,0.75,,,,,,,,,,,
September,1.53,,,,,,,,,,,
October,0.87,,,,,,,,,,,
November,0.76,,,,,,,,,,,
December,2.15,,,,,,,,,,,
Total,22.51,,,,,,,,,,,
Calc annual,22.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
