BOLTON W.W. (BROMILEY HEYS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD663169,Long,-2.51128,Lat,53.647511,Elevation,925,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,5.16,6.1,13.02,2.99,7.73,9.26,6.45,3.89,4.58,4.85,6.19,4.25,6.53,6.04,,1.86,5.57,6.83,7.94,4.5,5.61,4.37,11.49,4.33,5.31,6.68,5.66,2.89,6.66,3.11,6.94,4.34,5.23,3.23,7.32
February,,,,,,,5.63,2.68,6.25,1.41,0.54,6.3,0.18,4.9,0.55,7.67,3.13,6.7,2.27,6.03,,6.91,2.34,4.34,3.27,6.48,7.91,1.17,3.41,3.67,6.41,4.63,2.27,1.66,4.44,2.66,1.24,3.58,9.28,1.36,3.95
March,,,,,,,2.67,7.22,3.56,2.15,3.91,0.85,4.16,3.83,3,2,3.98,2.31,3.06,2.98,3.81,4.02,3.88,1.58,1.31,2.08,1.18,7.94,2.27,2.81,3.26,5.73,2.74,3.07,3.46,2.37,2.22,4.98,2.6,2.43,1.7
April,,,,,,,2.28,4.62,1.62,1.7,3.25,4.77,4.52,2.53,3.57,4.89,1.28,5.23,0.97,3.72,3.88,3.03,2.27,3.82,2.93,2.92,1.76,4.13,2.89,5.31,4.19,3.33,4.39,4.24,1.44,4.37,3.59,0.88,2.16,3.63,3.27
May,,,,,,,4.27,2.04,1.48,3.94,2.79,2.7,5.14,2.91,5.03,1.42,1.55,2.59,6.1,1.94,0.98,2.97,4.48,4.05,4.81,4.26,1.63,3.43,2.36,4.37,2.41,3.11,2.86,3.57,3.81,5.69,2.26,2.73,5.32,1.62,2.95
June,,,,,,,3.25,6.21,7.99,2.77,3.9,7.99,1.14,3.73,2.82,4.44,5.15,2.63,6.11,4.56,1.33,0.81,1.16,5.11,4.72,5.58,4.41,3.44,7.36,1.96,3.94,1.73,5.65,3.26,5.68,4.87,3.75,2.69,5.37,3.15,1.56
July,,,,,,,4.84,5.4,3.92,5.65,8.18,5.98,6.23,4.23,3.14,2.8,6.85,2.73,6.87,9.29,8.09,2.98,7.96,4.22,5.27,3.97,5.18,4.41,3.98,3.42,6.03,4.94,4.46,6.29,12.05,1.25,7.8,9.27,4.48,7.5,9.96
August,,,,,,,5.14,7.38,9.43,7.53,10.69,6.5,1.68,4.37,7.29,2.38,3.68,3.36,5.27,3.17,4.52,9.29,6.67,9.32,4.29,3.87,9.44,0.24,7.22,3.29,9.06,5.94,5.47,5.89,8.66,1.77,14.28,9.78,7.15,0.68,5.7
September,,,,,,,5.97,8.43,1.66,3.06,4.97,5.29,8.28,1.03,4.64,9.46,5.8,2.33,3.69,1.91,6.18,1.83,4.57,6.31,8.36,3.36,9.12,5.32,3.91,3.39,10.69,3.81,6.43,6.24,7.34,5.95,4.65,10.92,5.97,0.67,3.5
October,,,,,,,4.13,5.29,6.82,9.66,8.87,3.67,10.38,5.71,8.45,11.81,6.53,2.71,11.5,2.95,5.46,5.92,10.89,5.31,7.02,7.96,2.03,1.26,4.66,5.64,4.37,1.22,5.81,2.77,11.06,3.64,3.7,8.7,6.15,6.63,5.43
November,,,,,,,8.16,6.14,8.59,9.98,8.25,10.14,4.25,3.33,3.09,6.11,8.15,2.33,7.93,9.13,9.01,3.36,1.57,5.61,8.48,1.11,8.67,7.21,2.94,7.38,8.59,10.39,3.56,7.47,9.37,3.84,2.29,2.6,2.51,6.64,7.32
December,,,,,,,3.24,1.62,4.17,9.13,5.94,3.87,2.36,0.88,7.77,5.41,6.36,2.95,5.97,3.68,7.15,4.52,5.77,3.9,5.42,4.19,5.54,5.23,5.27,8.22,4.15,12.19,5.34,2.66,9.36,6.77,5.07,6.9,5.17,10.08,4.93
Total,,,55.19,,,51.48,54.74,63.13,68.51,59.97,69.02,67.32,54.77,41.34,53.93,63.24,58.65,40.12,66.27,55.4,,47.5,57.13,60.4,63.82,50.28,62.48,48.15,57.76,53.79,68.41,63.7,54.64,50.01,83.33,46.29,57.79,67.37,61.39,47.62,57.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Jan 3.8; Feb 3.65 and total estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951 Mar transcription error,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
