WORSTEAD-THE-ROOKERY-DILHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG333249,Long,1.457133,Lat,52.771257,Elevation,53,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,2.25,2.14,1.37,0.91,0.68,0.56,2.28,1.42,1.11,1.61,1.04,3.01,0.93,1.56,1.02,1.81,2.5,0.61,1.21,1.47,1.21,0.81,3.57,1.5,0.79,0.59,2.37,1.76,2.16,2.13,2.35,3.22,1.53,1.74,3.01,2.52,1.79,1.72,,,,,,,,,
February,,,,,1.22,0.38,1.73,0.41,1.13,0.99,0.49,0.06,1.51,1.46,0.92,0.58,0.35,1.94,1.12,1.13,1.85,1.91,0.86,0.62,2.57,1.41,2.01,1.45,1.57,0.63,1.84,1.74,1.48,0.69,1.25,2.06,3.34,1.17,1.18,2.25,1.08,0.49,,,,,,,,,
March,,,,,2.15,0.98,0.92,1.44,2.44,0.48,2.15,0.94,0.73,0.35,0.76,1.93,2.78,1.77,1.02,1.3,1.17,1.93,1.13,1.49,1.95,1.6,1.4,1.33,2.56,2.08,0.55,1.92,2.39,2.29,3.15,2.1,2.99,2.79,0.72,2.04,1.09,1.15,,,,,,,,,
April,,,,,1.2,1.34,1.52,1,1.19,1.79,1.13,1.16,1.33,0.1,1.69,0.84,1.3,1.47,1.33,2.13,0.77,1.8,0.82,1.98,0.81,2.23,0.43,2.61,1.71,1.32,2.23,0.79,0.36,1.83,0.56,1,1.97,1.99,2.44,2.11,3.1,1.49,,,,,,,,,
May,,,,,1.07,2.13,2.85,2.16,0.9,2.98,0.96,2.89,1.71,1.07,2.35,1.02,0.48,1.07,2.49,2.08,1.31,1.04,3.38,1.95,1.76,1.22,3.46,2.28,1.49,1.18,2.62,0.97,0.8,1.24,1.53,2.08,2.05,0.63,0.95,1.42,1.54,1.14,,,,,,,,,
June,,,,,0.36,0.72,1.05,0.18,1.01,1.34,3.29,1.54,3.34,1.99,2.28,0.47,2.04,2.18,2.8,0.99,2.9,2.11,2.21,1.7,0.81,2.94,2.24,2.74,1.67,2.24,1.75,2.96,3.84,1.43,2.07,0.84,3.14,1.67,1.62,1.35,1.66,0.41,,,,,,,,,
July,,,,,1.21,3.66,0.99,0.88,4.29,2.74,3.78,4.51,2.22,2.94,3.37,4.02,1.17,0.91,1.5,2.16,1.46,0.8,2.66,4.32,2.71,0.98,0.32,1.04,2.29,3.42,4.41,0.52,3.35,2.65,3.72,4.65,0.89,2.67,4.35,3.18,3.46,0.57,,,,,,,,,
August,,,,,2.54,1.98,1.61,2.68,2.14,4.05,2.1,3.33,2.95,1.88,1.9,4.01,1.67,1.7,1.79,1.21,4.19,0.94,2.74,2.87,1.79,2.27,2.23,1.3,2.25,1.56,1.47,0.65,9.68,1.16,1.35,4.65,2.7,4.45,2.49,2,2.37,1.81,,,,,,,,,
September,,,,,2.82,0.96,5.16,2.65,2.16,3.25,1.03,1.08,1.76,0.88,1.9,0.36,3.8,3.87,0.26,4.21,0.56,0.72,1.15,3.21,2.43,2.02,1.07,0.5,2.44,1.85,1.11,2.07,2.65,1.86,1.74,1.29,1.81,1.63,4.15,1.23,2.38,1.24,,,,,,,,,
October,,,,,3.55,3.14,7.33,2.51,2.26,2.82,2.58,3.13,6.92,1.45,2.71,2.7,2.65,0.75,2.52,1.94,2.17,2.13,1.73,4.11,1.17,5.05,3.06,4.37,1.28,3.67,1.72,2.4,1.77,4.51,2.11,2.04,2.62,3.4,2.43,4.23,0.76,1.76,,,,,,,,,
