"WIMBORNE (STAPEHILL)",,,,,,,,,,,,
Grid ref,SU057000,Long,-1.920486,Lat,50.799534,,,,,,,
Station no,1611,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.51,2.21,1.00,1.63,3.61,5.36,3.08,4.84,3.78,3.90,,
February,6.28,0.55,1.61,3.35,2.01,0.06,4.28,2.79,1.32,2.99,,
March,3.92,2.75,0.54,4.49,1.22,1.01,2.71,1.24,4.10,2.16,,
April,3.24,2.00,2.28,0.16,0.50,1.87,0.22,0.68,2.68,1.86,,
May,2.55,2.31,2.58,2.26,4.12,0.45,2.12,2.18,0.97,2.22,,
June,0.35,0.93,2.22,2.86,2.73,2.42,1.64,5.12,1.64,2.70,,
July,1.44,0.73,3.44,2.76,1.35,1.96,3.20,1.85,1.79,3.60,,
August,4.39,3.70,1.75,4.46,0.51,3.70,4.71,3.35,2.45,5.67,,
September,3.96,3.51,3.34,2.90,1.15,4.66,3.34,5.09,0.28,5.98,,
October,1.20,4.73,4.46,3.17,4.38,2.32,2.80,3.31,3.04,10.43,,
November,9.93,4.22,1.73,6.28,3.27,0.90,2.23,2.76,4.16,6.25,,
December,2.98,2.71,0.78,3.54,6.11,6.35,2.78,4.03,8.20,3.28,,
Total,43.75,30.35,25.73,37.86,30.96,31.06,33.11,37.24,34.41,51.04,,
Calc annual,43.75,30.35,25.73,37.86,30.96,31.06,33.11,37.24,34.41,51.04,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
