YARDLEY HASTINGS (THE RECTORY),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1103/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,3.40,2.38,,,,,,,,,,
February,1.85,0.97,,,,,,,,,,
March,2.56,1.75,,,,,,,,,,
April,1.53,0.84,,,,,,,,,,
May,2.62,2.80,,,,,,,,,,
June,1.29,0.72,,,,,,,,,,
July,3.04,2.20,,,,,,,,,,
August,5.26,2.58,,,,,,,,,,
September,0.51,0.90,,,,,,,,,,
October,2.85,2.00,,,,,,,,,,
November,2.88,2.20,,,,,,,,,,
December,1.45,1.75,,,,,,,,,,
Total,29.24,21.09,,,,,,,,,,
Calc annual,29.24,21.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
