"THAME TYTHROP HOUSE",,,,,,,,,,,,
Grid ref,SP739070,Long,-0.930744,Lat,51.756823,,,,,,,
Station no,RR2434,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,0.33,2.13,,,,,,0.65,,
February,,,1.17,0.84,,,,,,0.58,,
March,,,1.33,2.16,,,,,,2.08,,
April,,,1.22,1.42,,,,,,1.68,,
May,,,1.88,2.43,,,,,,1.78,,
June,,,2.26,4.43,,,,,,3.26,,
July,,,1.44,3.34,,,,,,2.55,,
August,,,2.83,3.49,,,,,,2.79,,
September,,,1.33,1.92,,,,,,1.80,,
October,,,1.67,6.81,,,,,,3.99,,
November,,,1.46,2.82,,,,,,0.82,,
December,,,1.62,2.11,,,,,,2.33,,
Total,,,18.54,33.90,,,,,,24.31,,
Calc annual,0.00,0.00,18.54,33.90,0.00,0.00,0.00,0.00,0.00,24.31,,
Difference,NaN,NaN,0.00,-0.00,NaN,NaN,NaN,NaN,NaN,-0.00,,
