"DOXFORD HALL",,,,,,,,,,,,
Grid ref,NU187241,Long,-1.705463,Lat,55.510312,,,,,,,
Station no,3592/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.77,2.12,1.00,,,,,,,,,
February,2.98,0.92,1.30,,,,,,,,,
March,3.40,1.66,0.30,,,,,,,,,
April,2.92,1.99,2.72,,,,,,,,,
May,2.89,1.80,2.06,,,,,,,,,
June,1.61,1.27,2.82,,,,,,,,,
July,2.38,2.62,3.56,,,,,,,,,
August,3.36,3.25,2.58,,,,,,,,,
September,0.72,4.14,,,,,,,,,,
October,0.66,2.90,,,,,,,,,,
November,6.80,3.94,,,,,,,,,,
December,1.23,4.52,,,,,,,,,,
Total,31.72,31.13,,,,,,,,,,
Calc annual,31.72,31.13,16.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
