"DOXFORD HALL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3592/3,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.69,4.98,3.43,1.08,4.57,0.95,2.68,7.45,1.18,1.51,,
February,4.72,2.12,0.57,1.34,1.58,0.59,2.27,1.20,0.83,3.36,,
March,2.52,0.72,0.89,0.87,0.43,1.03,5.73,0.37,1.41,1.03,,
April,0.87,0.68,1.24,2.19,1.27,0.69,3.93,2.62,0.78,2.35,,
May,1.70,1.88,2.65,3.03,4.12,1.86,1.95,1.45,0.99,1.68,,
June,0.25,1.71,1.45,2.75,2.25,1.67,2.24,3.67,0.95,1.47,,
July,2.16,4.63,1.63,2.79,2.25,3.37,3.36,1.04,1.80,3.18,,
August,3.15,1.91,3.56,1.36,4.11,6.73,0.12,9.23,2.17,3.21,,
September,0.80,2.68,2.23,4.25,2.41,2.63,1.43,2.44,1.72,3.21,,
October,4.15,1.87,2.28,2.68,3.01,1.15,0.82,2.37,6.69,1.53,,
November,3.66,0.71,3.01,3.92,0.83,4.17,3.44,1.23,3.04,5.21,,
December,0.44,1.85,1.08,2.30,2.32,2.69,1.92,2.10,2.00,2.74,,
Total,27.11,25.74,24.02,28.56,29.15,27.53,29.89,35.17,23.56,30.48,,
Calc annual,27.11,25.74,24.02,28.56,29.15,27.53,29.89,35.17,23.56,30.48,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,,
