KNOCKADERRY NO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IS4831207135,Long,-7.293806,Lat,52.214194,Elevation,248,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6036/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,3.4,2.52,4.45,3.45,2.95,5.88,2.21,2.53,3.6,5.19,5.37,1.14,3.85,4.9,8.95,5.18,4.5,1.55,6.01,3.86,2.42,4.81,0.65,2.28,1.43,2.15,1.66,5.5,7.55,1.74,1.94,1.77,2.34,4.17,4.5,4.72,3.1,4.45,1.4,8.02,5.29,,2.88,5.09,3.3,6.84,,,,,,,,4.62,5.51,5.35
February,,,,,,4.72,3.91,0.88,1.1,2.81,2.92,0.3,3.68,3.65,2.22,1.78,2.28,2.54,1.69,4.12,7.05,1.57,4.55,2.61,5.98,0.76,2.6,1.73,1.35,0.88,4.24,2.96,5.15,2.94,5.84,5.15,3.97,1.4,3.83,4.66,1.45,2.3,3.54,6.52,1.57,4.07,,2.03,2.97,11.27,2.24,,,,,,,,2.28,4.83,6.78
March,,,,,,3,4.16,1.59,3.06,1.69,3.76,0.93,1.32,0.91,2.04,3.62,2.38,5.68,0.66,1.69,0.89,2.17,1.75,5.22,3.05,5.08,1.81,0.81,3.79,4.52,2.61,2.57,4.68,3.93,4.81,1.34,1.65,3.84,2.39,2.92,3.95,2.9,1.35,3.42,1.57,0.26,,4.22,6.9,1.34,7.65,,,,,,,,0.93,1.71,2.93
April,,,,,,3.85,2.26,1.21,2.21,2.34,1.59,2.82,0.71,0.92,4.98,2.86,0.74,6.25,5.84,4.47,2.71,2.7,3.46,1.11,0.96,3.31,1.25,3.74,3.02,5.3,1.66,3.25,0.56,4.78,1.47,0.87,2.53,1.27,2.07,0.76,4.71,0.46,2.47,4.95,2.46,3.23,,1.62,2.62,1.91,1.85,,,,,,,,0.04,1.23,3.39
May,,,,,,2.98,4.47,1.21,2.28,3.9,3.49,4.4,3.91,2.16,1.55,0.99,0.05,1.6,2.54,6.44,3.66,1.46,1.95,2.78,2.3,0.87,3.82,3.72,1.81,2.43,1.51,1.64,1.84,5.15,1.62,2.63,3.55,4.69,2.66,4.66,3.97,2.45,1.56,1.02,3.01,5.01,,2,2.38,4.17,2.28,,,,,,,,4.42,1.58,2.3
June,,,,,,1.22,1.15,0.5,4.85,1.3,3.91,2.63,2.61,1.43,2.89,3.24,1.95,3.27,3.76,3.59,4.36,2.42,2.76,6.62,2.17,1.88,1.02,4.28,1.27,2.05,4.37,3.07,5.11,2.29,0.62,1.88,3.12,1.87,2.06,1.5,2.13,0.13,1.66,0.33,3.25,0.55,,3.75,7.38,2.4,2.5,,,,,,,,3.52,2.61,1.1
July,,,,,,1.51,4.25,1.61,5.5,1.68,2.82,2.24,3.52,3.19,4.33,5.94,5.58,1.72,1.14,3.78,5.35,0.92,2.89,3.82,3.59,1.97,1.98,2.71,3.79,2.16,2.02,3.32,6,0.2,4.19,4.96,1.41,2.24,3.91,1.41,5.48,4.82,2.95,2.11,4.45,2.33,,5.04,1.25,4.06,3.66,,,,,,,,6.44,7.22,2.16
August,,,,,,4.26,3.06,2.86,2.86,5.3,2.72,7.32,4.91,5.75,3.13,5.1,1.38,5.88,5.68,3.63,4.19,3.63,2.32,6.08,3.85,5.49,2.72,3.19,2.99,0.53,8.08,2.69,4.18,0.97,7.58,2.23,2.27,9.7,3,4.25,3.1,5.08,5.22,6.9,2.35,3.03,,5.77,5.12,3.07,6.22,,,,,,,,3.68,2.27,0.04
September,,,,,,5.37,4.7,2.17,0.92,1.32,2.22,3.26,3.77,1.21,1.23,1.91,5.87,3.69,3.67,1.21,1.31,5.24,5.81,2.27,4.94,1.67,1.08,1.26,8.51,1.99,1.25,5.3,0.52,3.68,1.98,2.44,1.38,1.52,7.89,1.78,1.82,1.37,3.3,2.77,7.78,2.76,,3.53,1.71,1.49,4.77,,,,,,,,3.01,3.77,1.25
October,,,,,,4.75,6.16,1.86,2.81,5.38,2.11,7.02,2.44,2.55,5.98,2.45,2.76,3.65,6.94,2.6,4.5,4.33,2.31,5.5,1.86,0.46,4.87,6.82,3.18,8.22,3.12,4.83,3.76,7.39,2.11,6.86,8.67,2.7,3.45,0.48,6.91,2.34,1.32,4,4.51,5.13,,3.76,10.2,4.21,6.66,,,,,,,,4.99,4.05,8.5
November,,,,,,3.17,2.52,2.58,5.53,2.21,5.7,5.96,4.78,1.84,4.56,6.61,1.44,7.96,4.63,4.01,8.38,2.13,7.59,1.53,1.95,3.5,2.09,4.25,2.26,0.57,4.15,4.79,2.03,4.09,3.52,3.24,6.74,1.72,,1.2,2.95,4.95,1.75,2.42,5.33,2.31,,5.18,6.62,7.88,6.11,,,,,,,,7.25,7.24,7.73
December,,,,,,1.87,6.4,2.95,6.87,5.67,3.57,5.89,3.44,4.48,3.67,6.59,8.5,5.5,3.82,14.37,6.94,3.88,2.55,5.24,2.69,1.71,1.77,6.22,6.24,4.68,4.34,9.76,4.15,1.19,9.41,6.68,2.69,2.34,,5.34,4.27,1.37,3.62,2.81,6.75,2.89,,5.74,5.17,9.53,5.21,,,,,,,,4.82,3.83,4.22
Total,,,,,,40.1,45.56,23.87,41.44,36.55,40.69,44.98,37.62,31.69,41.77,46.46,34.07,51.59,45.27,58.86,54.52,34.95,39.49,48.79,37.2,29.12,29.82,39.38,40.49,34.76,39.5,45.84,43.48,44.16,44.89,40.22,39.75,35.63,,33.46,45.46,31.27,33.19,38.65,51.05,36.86,,45.52,57.41,54.63,55.99,,,,,,,,46,45.85,45.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earlier decades have station number RR1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918 Nov/Dec part interpolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
