HADFIELD-MILLBROOK-12-INCH-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK010967,Long,-1.9864042,Lat,53.467039,Elevation,442,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,1.7,2.01,1.84,3.81,3.49,4.35,1.95,3.14,,1.64,2.28,2.81,4.8,5.38,2.54,3.33,3.24,3.64,2.69,4.67,1.89,3.54,2.43,4.63,1.72,,3.74,,,,,,
February,,,,,,,,0.99,2.17,2.58,0.86,0.51,3.69,4.97,5.58,,2.67,2.61,3.22,1.35,3.3,2.05,1.03,3.82,4.5,2.55,3.39,2.56,3.95,3.15,4.32,4.61,,1.33,,,,,,
March,,,,,,,,1.48,2.99,4.45,4.32,2.42,1.53,0.68,3.52,,5.41,3.53,2.96,2.43,0.92,3.14,2.35,4.36,2.56,4.55,3.62,3.41,3.45,2.86,0.76,2.61,,4.33,,,,,,
April,,,,,,,,1.7,2.48,2.53,0.9,1.93,1.52,0.74,1.69,,1.99,3.29,2.56,3.64,2.73,2.51,2.44,2.43,2.7,3.09,2.55,2.27,2.43,3.29,4.5,3.21,,3.94,,,,,,
May,,,,,,,7.47,2.37,1.06,1.93,3.17,3.71,4.95,2.73,2.79,,0.63,2.16,3.75,2.59,1.21,1.05,2.93,2.56,2.8,0.81,3.54,4.04,2.58,2.09,2.99,2.53,,2.96,,,,,,
June,,,,,,,2.01,0.31,2.61,0.81,3.88,2.57,3.23,2.53,3.48,,3.07,3.35,2.95,2.12,4.76,1.76,1.47,1.59,0.92,3.44,1.51,5.94,1.78,3.03,3.3,3.71,,2.24,,,,,,
July,,,,,,,3.45,1.26,6.16,2.88,3.78,3.45,3.27,3.29,3.46,,2.16,2.1,1.11,2.22,4.13,2.15,2.29,3.6,1.7,2.67,3.17,2.71,5.74,5.86,5.5,0.53,,1.16,,,,,,
August,,,,,,,2.3,1.64,3.58,5.94,5.77,6.97,4.4,3.42,4.86,,2.85,3.4,6.07,2.3,5.83,2.11,3.49,4.26,4.25,4.06,3.87,4.29,3.06,3.18,5.16,3.2,,2.1,,,,,,
September,,,,,,,2.03,4.09,1.96,3.82,1.08,3.72,3.7,4.76,0.74,,6.48,4.78,0.47,6.27,1.4,0.63,0.94,4.53,1.31,2.92,1.57,0.81,3.36,2.96,0.34,3.71,,1.82,,,,,,
October,,,,,,,5.57,2.62,1.77,3.99,2.96,5.22,7.37,2.87,5.01,,5.97,1.96,4.26,3.67,4.68,3.39,5.31,8.56,1.53,4.06,5.51,5.16,0.92,5.69,3.13,2.63,,2.05,,,,,,
November,,,,,,,2.06,2.14,7.29,2.09,5.31,3.36,2.8,3.53,2.69,,1.88,5.55,2.83,1.43,2.72,5.81,1.76,4.39,3.79,4.01,4.54,3.25,2.87,1.57,5.05,3.91,,3.89,,,,,,
December,,,,,,,6.28,3.16,2.59,3.31,0.48,6.84,2.68,3.9,3.59,,4.78,3.9,5.53,3.4,4.71,7.68,3.17,1.53,3.06,0.81,4.63,3.58,3.17,7.61,5.08,5.62,,3.46,,,,,,
Total,,,,,,,,23.46,36.67,36.17,36.32,44.19,43.49,35.37,40.55,,39.53,38.91,38.52,36.22,41.77,34.82,30.51,44.87,32.76,35.66,42.57,39.91,36.85,43.72,44.76,37.99,,33.02,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR Millbrook House. Altitudes match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"There are some duplicated readings between the two gauges, mostly not suspicious except possibly 1913 where most readings are duplicated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
