"SOUTH HAYLING (COUNTY SCHOOL)",,,,,,,,,,,,
Grid ref,SU726008,Long,-0.971124,Lat,50.802220,,,,,,,
Station no,677,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.51,2.28,1.29,1.52,,,,,,,,
February,5.67,0.70,0.94,2.81,,,,,,,,
March,3.98,2.14,0.44,3.26,,,,,,,,
April,2.13,1.20,1.16,0.32,,,,,,,,
May,2.02,1.94,1.91,2.31,,,,,,,,
June,1.19,1.13,1.38,3.19,,,,,,,,
July,2.90,0.28,2.57,3.64,,,,,,,,
August,4.23,1.29,1.70,2.20,,,,,,,,
September,2.76,4.34,3.17,2.51,,,,,,,,
October,0.83,3.37,3.11,2.72,,,,,,,,
November,6.66,3.61,1.61,5.86,,,,,,,,
December,2.28,2.52,0.78,3.11,,,,,,,,
Total,38.16,24.80,20.06,33.45,,,,,,,,
Calc annual,38.16,24.80,20.06,33.45,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
