"BAINBRIDGE",,,,,,,,,,,,
Grid ref,SD934902,Long,-2.102936,Lat,54.307357,,,,,,,
Station no,3423/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,7.15,4.43,4.27,5.76,,
February,,,,,,,3.78,6.27,0.76,5.41,,
March,,,,,,,2.93,1.64,2.91,1.84,,
April,,,,,,,0.33,1.19,3.49,3.61,,
May,,,,,,,2.19,4.70,0.82,1.60,,
June,,,,,,,1.47,3.39,2.02,1.47,,
July,,,,,,,4.62,4.84,2.39,5.72,,
August,,,,,,,7.08,4.06,0.70,2.43,,
September,,,,,,,4.48,4.51,0.44,3.15,,
October,,,,,,,5.68,4.07,4.77,5.46,,
November,,,,,,,1.82,0.79,8.35,8.45,,
December,,,,,,,5.39,4.73,9.94,7.45,,
Total,,,,,,,46.92,44.62,40.86,52.35,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,46.92,44.62,40.86,52.35,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,,
