BURNLEY WW RAMS CLOUGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD907316,Long,-2.142613,Lat,53.780644,Elevation,1260,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,5.08,5.48,2.3,6.35,2.51,2.08,1.86,5.21,2.41,3.34,1.36,3.74,4.1,1.98,2.02,3.95,6.76,5.11,2.54,3.76,4.36,4.18,1.89,6.04,1.8,3.54,2.48,5.3,2.24,5.3,5.51,4.01,6.29,4.11,2.93,2.89,5.34,4.81,8.07,4.4,4.59,3.48,3.97,5.79,4.59,9.99,2.41,5.89,5.61,4.94,3.48,3.84,1.95,4.84,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,3.52,3.76,4.32,0.88,0.97,1.01,1.62,0.74,0.5,2.23,4.84,4.33,0.56,2.21,3.39,3.54,2.04,4.53,2.29,1.63,4.46,4.68,2.24,2.94,2.3,2.86,2.67,4.93,4.74,2.2,2.09,3.54,6.27,5.33,0.95,5.23,1.66,3.21,0.66,4.5,6.78,1.41,7.59,3.94,2.37,4.85,0.95,0.8,4.35,0.47,3.33,0.54,5.91,2.99,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,0.85,3.23,2.64,2.96,2.03,3.25,3.28,3.49,2.23,0.97,1.03,3.25,4.05,5.31,5.39,2.43,2.44,0.89,3.27,2.76,5.99,2.57,3.34,2.98,3.11,3.67,3.3,1.22,2.27,5.62,5.87,4.96,2.05,3.88,3.1,1.76,5.94,4.2,3.37,3.21,2.07,1.53,1.69,2.05,4.19,3.9,1.09,2.87,0.59,2.73,2.53,3.11,1.54,2.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,2.38,2.24,2.48,2.68,1.43,2.5,2.62,1.13,2.2,1.18,0.81,2.38,2.87,2.36,3.15,3.08,3.61,2.26,2.95,2.5,2.35,2.63,3.46,1.27,2.25,2.7,3.77,3.85,2.29,1.13,5.73,1.43,2.15,3.07,2,1.25,2.31,6.34,1.98,3.9,3.94,2.34,3.35,2.14,3.29,1.25,1.37,3.52,3.89,3.35,1.99,3.16,3.08,1.17,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.31,1.9,3.13,4.71,2.21,1.32,2.63,2.84,3.64,4.48,2.32,2.52,0.83,0.9,2.31,3.92,3.23,2.43,1.32,3.47,3.15,3.08,0.9,3.7,3.67,2.71,2.48,2.62,2.15,2.79,4.47,2.31,1.72,3.16,1.83,2.3,1.87,5.57,2.64,2.1,3.86,5.01,4.04,3.98,1.45,1.69,2.83,1.95,2.33,4.45,2.47,2.69,1.04,1.22,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,4.87,1.26,3.8,2.4,0.41,3.27,0.7,3.95,1.42,3.89,3.53,3.47,3.18,2.75,3.89,3.19,1.46,3.9,1.51,1.62,1.99,1.2,2.77,1.6,5.83,2.01,3.18,3.04,5.21,6.93,2.26,2.2,0.83,3.02,2.73,2.13,1.64,2.28,0.24,2.76,1.2,2.9,0.1,3.89,3.44,6.32,1.71,2.07,5.97,0.96,2.12,2.46,4.31,3.94,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,6.46,3.53,5.46,1.64,4.15,2.65,5.36,3.97,3.38,3.79,2.1,4.11,4.83,5.41,2.18,2.52,1.16,2.39,3.5,1.75,3.5,4.04,3.21,2.39,2.27,2.68,4.84,6.28,4.08,0.5,5.49,1.79,3.77,4.66,2.88,1.75,3.35,2.66,6.98,2.12,5.15,5.6,4.24,1.92,2.54,3.65,1.63,2.98,5.89,3.92,3.7,3.08,2.5,1.7,4.42,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,4.53,2.59,2.1,1.89,2.33,1.73,4.55,5.82,6.19,8.6,5.12,4.68,4.89,4.5,2.61,6.44,4.53,1.68,5.88,2.41,2.88,4.89,5,5.05,4.06,3.94,4.39,3.61,5.85,2.55,7.21,2.53,2.85,5.05,3.55,7.54,3.4,3.44,2,6.22,5.97,6.18,6.14,4.36,4.24,6.42,6.27,3.71,6.89,4.71,1.26,1.55,4.23,1.74,3.07,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,2.73,7.66,2.91,5.11,3.57,5.24,1.3,2.71,3.11,3.58,3.53,4.4,0.33,2.03,7.6,5.59,1.53,6.45,1.5,1.54,1.73,5.31,1.55,2.83,1.21,0.81,4.09,2.56,0.52,3.76,2.4,1.62,2.97,0.95,2.23,2.33,10.17,1.88,2.79,2.08,4.47,6.09,5.35,3.74,3.48,5.68,0.9,1.44,3.91,4.18,5.48,2.06,3.55,7.06,4.18,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,4.92,5.4,3.28,6.83,6.36,2.49,1.93,4.92,2.88,4.95,6.31,3.92,5.4,4.99,5.49,2.23,5.09,3.05,5.19,3.63,4.26,10.45,1.72,3.53,6.49,5.78,2.19,4.79,3.92,3.92,4.48,2.2,2.72,1.59,9.49,7.38,3.62,2.93,2.85,2.92,1.42,5.61,4.32,5.84,3.39,4.6,6.09,5.52,6.15,2.32,6.54,4.43,5.41,8.68,4.48,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
