SNELSTON-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK144430,Long,-1.7869611,Lat,52.98415,Elevation,420,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,1.08,1.22,3.71,1.35,2.73,1.67,2.19,3.7,1.43,2.03,1.26,3.29,4.12,2.23,1.77,2.13,2.6,1.55,5.06,1.62,1.57,1.66,2.78,2.08,5.08,4.61,2.3,,,,,
February,,,,,,,,,2.07,2.04,0.57,0.47,1.51,2.75,2.55,0.41,1.12,3.1,2.03,1.69,3.77,1.05,1.78,0.79,4,0.87,2.86,2.36,2.6,0.82,3.64,2.35,1.65,1.13,2.25,,,,,
March,,,,,,,,,2.88,2.79,2.02,1.52,1.06,0.74,1.64,2.04,3.96,2.42,1.6,1.27,0.71,3.34,1.86,3.02,2.02,4.38,2.59,2.05,2.92,3.15,0.79,1.48,4.17,4.18,4.47,,,,,
April,,,,,,,,,1.52,2.71,0.75,2.17,0.92,0.54,1.56,1.76,1.05,2.33,1.74,3.48,1.36,1.83,1.94,1.5,2.14,1.34,1.41,1.93,2.96,2.97,2.69,1.87,0.25,4.31,1.28,,,,,
May,,,,,,,,,0.54,3.22,1.92,2.34,1.99,2.53,1.37,0.8,0.16,1.09,3.4,2.2,1.29,0.17,2.52,3.05,1.69,0.78,3.18,3.63,3.27,1.6,1.88,0.91,2.44,2.2,2.04,,,,,
June,,,,,,,,,2.79,0.94,2.28,3.86,4.07,1.04,1.74,1.1,3.05,3,1.66,1.68,3.71,1.54,2.37,0.72,0.81,1.51,1.56,4.61,2.15,2.68,2.21,2.59,4.04,1.3,1.34,,,,,
July,,,,,,,,,5.83,2.63,3.49,2.4,2.48,1.88,2.35,4.68,1.29,0.72,1.53,1.82,2.18,3.21,1.8,3.26,1.94,2.73,0.69,2.75,3.25,3.11,2.56,0.35,4,0.79,5.59,,,,,
August,,,,,,,,,3.88,4.12,3.33,3.84,2.5,2.09,2.81,2.15,1.82,3.97,3.72,0.55,3.02,1.72,3.09,4.58,4.17,3.99,2.45,3.35,2.88,2.84,3.43,1.79,7.99,1.8,3.05,,,,,
September,,,,,,,,,1.41,2.81,0.64,1.69,2.81,1.77,0.57,0.72,4.21,2.84,0.88,3.83,0.51,1.11,1.82,7.56,1.74,1.57,1.23,0.81,3.14,3.04,0.24,2.54,1.83,1.78,2.09,,,,,
October,,,,,,,,,1.04,3.35,2.61,3.56,3.1,2.39,2.73,2.12,2.45,1.84,3.19,3.11,3.43,2.16,2.52,5.97,1.76,1.88,6.02,5.95,1.34,5.69,1.4,2.28,4.46,2.61,2.69,,,,,
November,,,,,,,,,6.04,1.39,4.73,2.65,1.67,1.18,2.49,2.9,1.33,2.22,2.48,1.19,2.29,2.34,2.01,3.1,1.96,3.19,2.74,3.38,2.39,0.68,7.27,2.86,3.58,2.77,4.54,,,,,
December,,,,,,,,,2.76,2.3,0.86,4.37,2.67,2.86,2.45,2.74,3.43,3.22,2.32,2.41,3.99,3.8,1.85,1.8,1.96,1.17,4.26,2.74,2.44,6,5.2,5.84,3.34,1.63,6.25,,,,,
Total,,,,,,,,,31.84,29.52,26.91,30.22,27.51,21.44,24.45,25.12,25.3,28.78,25.81,26.52,30.38,24.5,25.33,37.48,26.79,24.96,34.05,35.18,30.91,34.24,34.09,26.94,42.83,29.11,37.89,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR is Snelston Rectory. Stated altitude of 80 ft is to high, OS figure used.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
