BARRY PARK ROAD,,,,,,,,,,,,
Grid ref,ST103673,Long,-3.290758,Lat,51.397617,,,,,,,
Station no,RR7453,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.76,2.13,2.31,,,,,,,,,
February,5.23,0.77,1.09,,,,,,,,,
March,1.12,1.63,2.35,,,,,,,,,
April,1.63,3.77,1.73,,,,,,,,,
May,1.41,0.57,2.46,,,,,,,,,
June,1.83,2.94,2.62,,,,,,,,,
July,1.90,2.52,1.69,,,,,,,,,
August,3.38,3.60,3.14,,,,,,,,,
September,0.85,2.70,2.83,,,,,,,,,
October,5.35,2.52,3.11,,,,,,,,,
November,4.70,1.23,4.12,,,,,,,,,
December,5.22,5.38,3.41,,,,,,,,,
Total,37.38,29.76,30.86,,,,,,,,,
Calc annual,37.38,29.76,30.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
