"ENTWISTLE RESERVOIR",,,,,,,,,,,,
Grid ref,SD723173,Long,-2.420552,Lat,53.651460,,,,,,,
Station no,RR1579,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,8.25,3.90,5.28,5.10,5.31,2.70,7.50,2.54,4.56,3.00,,
February,4.40,2.04,2.24,5.16,4.60,3.00,4.53,4.88,4.90,3.06,,
March,0.76,4.95,3.50,6.27,2.96,4.56,4.62,2.86,4.00,3.98,,
April,3.51,3.54,3.46,2.57,3.41,4.33,2.61,2.49,2.83,4.34,,
May,2.32,1.60,4.02,5.23,3.18,0.80,4.73,5.39,3.89,3.14,,
June,4.29,2.77,1.75,2.42,1.80,2.98,2.07,10.17,2.36,3.69,,
July,3.06,3.17,5.07,4.75,2.10,2.87,2.54,3.96,6.33,7.58,,
August,6.08,3.50,4.34,7.32,5.21,6.31,4.83,5.74,4.31,3.66,,
September,3.24,1.43,2.74,6.62,2.07,3.25,2.04,1.58,5.38,3.99,,
October,8.22,5.35,6.37,11.89,3.60,4.77,7.92,4.23,2.60,8.07,,
November,6.10,7.34,3.91,4.76,4.87,-999.00,5.16,3.94,4.16,2.33,,
December,7.67,6.17,4.58,3.71,3.99,1.38,5.80,5.48,4.02,8.40,,
Total,57.90,45.76,47.26,65.80,43.08,43.16,54.35,53.26,49.34,55.24,,
Calc annual,57.90,45.76,47.26,65.80,43.10,36.95,54.35,53.26,49.34,55.24,,
Difference,-0.00,-0.00,0.00,0.00,-0.02,6.21,0.00,-0.00,0.00,0.00,,
