"ENTWISTLE RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1579,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,5.61,8.58,5.31,5.95,4.69,4.06,7.03,6.20,14.59,2.71,7.33,
February,4.53,0.64,6.53,8.37,1.62,-999.00,5.89,2.89,6.17,1.70,0.54,
March,4.75,4.21,3.86,2.32,2.16,2.46,3.01,7.18,4.07,2.06,3.15,
April,6.69,2.63,2.79,4.15,2.99,3.80,2.12,4.65,1.62,1.71,2.89,
May,7.60,3.75,2.57,4.91,6.56,5.43,4.84,2.17,1.39,4.03,4.18,
June,3.31,0.54,3.86,1.47,3.75,0.16,3.86,6.41,8.18,2.19,2.80,
July,8.01,2.34,5.49,5.45,6.01,2.66,3.92,5.29,2.91,4.48,6.06,
August,3.59,6.60,6.56,7.05,10.13,5.50,6.08,8.33,8.19,6.74,8.91,
September,3.66,1.94,5.84,6.46,6.10,5.90,5.35,8.06,1.25,3.01,4.44,
October,1.72,3.48,0.88,8.35,6.49,6.62,5.00,5.99,7.23,9.38,8.57,
November,2.87,3.73,4.99,7.98,3.42,4.29,8.80,6.60,8.87,10.91,8.99,
December,4.23,7.53,6.43,6.95,7.12,4.17,2.45,1.68,4.31,10.14,5.50,
Total,56.57,45.97,55.11,69.41,61.04,53.41,58.35,65.45,68.78,59.06,63.36,
Calc annual,56.57,45.97,55.11,69.41,61.04,45.05,58.35,65.45,68.78,59.06,63.36,
Difference,0.00,0.00,-0.00,0.00,-0.00,8.36,-0.00,-0.00,0.00,0.00,0.00,
