ENTWISTLE - old gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD723173,Long,-2.4204,Lat,53.6517,Elevation,700,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899
January,,,,,,,,,2.9,4.3,5.5,1.6,7.6,6.6,6.3,6.5,3.1,8,5.4,1.8,2.9,1.1,5,7.5,5.7,3.5,7,2.2,2.9,2.5,7.8,3.5,5.2,1.7,4,3.6,2.7,1.8,4.8,
February,,,,,,,,,4.2,8.3,1.9,5,4.3,0.8,2.4,1.2,6,7.5,2.1,3.8,4.1,7.6,3.4,3.7,4,4.9,0.9,1.7,1.3,3.6,0.4,0.5,3.7,7.3,7.3,0.4,2,3.7,4.2,
March,,,,,,,,,6.3,2,4,1.8,6.1,4,6.3,1.3,5,4,2.5,2.8,3.1,6.1,5.6,1.4,3.2,2.9,4.1,2.4,3.9,2.6,5.4,2.4,0.8,1.8,5.6,5.7,9.7,5.7,3.1,
April,,,,,,,,,2,3.4,2.5,3.8,3.5,0.3,2,1.3,3,2.6,2.4,2.4,3.4,1.8,6.5,2.5,1.5,2.7,2.8,2.1,2.5,2.7,1.5,2.4,1.5,0.5,2.1,2.5,2.2,3.9,2.1,
May,,,,,,,,,1,3.2,2.4,2,3.5,3.3,2.2,2.7,0.7,3.9,6,2.2,2.8,6.8,2.9,1.3,2.6,2.2,4.7,3,0.8,4.4,3.2,4.1,5,2.3,3.9,1.2,0.5,2.4,3.6,
June,,,,,,,,,0.1,2.1,2.1,3.3,5.7,3.2,1,4.9,4.7,2.8,3.6,6.7,4.2,2.8,7.8,4.6,1.2,4.7,3.2,0.8,2.6,1.1,4.3,2.5,4.3,3,3.9,2.3,3.5,5.6,3.8,
July,,,,,,,,,0.3,1.6,2,6.7,5.7,7.5,4.6,5.8,4.3,7.2,1.7,8.8,6.2,7.2,8,4.3,5.9,2.4,5.6,1.6,8.7,4.7,4.6,4.9,3.8,3.9,5.2,6.4,3.8,2.2,1,
August,,,,,,,,,5.4,4.2,3.5,2.2,5.2,6.5,8.5,3.3,6.9,6.1,7.4,9.9,2.5,7.8,6.3,4.5,2.1,2.5,3.7,1.8,5.3,8.5,6.1,12.2,6.4,4,6.8,5.9,3.6,6,7.8,
September,,,,,,,,,2.4,10.1,4.3,4.7,9.8,3.5,5.7,6.4,4.8,4.5,7.3,4.6,5.5,3.2,3,9.4,4,7.9,5.1,6.9,2.1,5.8,2.3,4.7,5.9,7.3,0.5,2,11.4,6.6,1.6,
October,,,,,,,,,9.3,5.8,17.1,7,7.1,7.6,8.3,7.1,3.9,6.9,6.2,4.6,3.1,3.9,4.5,6.5,3.5,8.4,6,2.9,2.9,4.3,6,6,5.9,5.8,5.2,5.7,6.6,3.2,4.9,
November,,,,,,,,,4.4,7.8,4.7,1.8,6.1,6,7.3,5.7,4.3,8.6,2.9,1.5,7.2,6,9.6,5.4,1.8,5.2,4.2,2.3,8.1,2.8,13.9,5.4,3.9,5.4,5.6,4.3,2,4.8,4,
December,,,,,,,,,11.6,5.5,4,4.1,4.5,2.2,3.7,2.5,8.5,5.6,2.8,2.5,8.5,7.5,4.7,5.6,7,3,7.4,3.6,3.6,5.7,0.5,12,3.8,5.9,5.9,5.5,7.8,7.7,6.5,
Total,,,,,,,,,49.9,58.3,54,44,69.1,51.5,58.3,48.7,55.2,67.7,50.3,51.6,53.5,61.8,67.3,56.7,42.5,50.3,54.7,31.3,44.7,48.7,56,60.6,50.2,48.9,56,45.5,55.8,53.6,47.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899 new gauge started and values on this site crossed out on record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR at Valve House on Turton and Entwistle Reservoir at 700'. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observers are Civil engineers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
