"PIKENAGE MOOR (AUDENSHAW CLOUGH)",,,,,,,,,,,,
Grid ref,SE114004,Long,-1.829612,Lat,53.500176,,,,,,,
Station no,2755/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.11,6.90,3.50,5.59,4.54,7.85,4.18,5.68,5.85,7.54,,
February,5.62,2.52,3.30,4.20,3.40,2.48,4.26,8.14,0.70,3.52,,
March,6.78,3.26,3.44,3.30,4.20,2.87,4.05,3.97,2.75,2.78,,
April,2.56,3.38,4.60,1.28,3.03,3.94,0.79,2.13,5.40,3.25,,
May,3.81,3.34,3.20,4.99,5.56,1.64,1.60,4.98,2.45,3.15,,
June,1.45,3.84,4.43,3.20,4.46,4.00,1.81,5.12,2.26,2.35,,
July,4.02,3.45,7.67,7.42,1.27,7.16,6.08,5.17,4.51,8.80,,
August,5.53,3.88,5.55,8.12,1.43,12.70,7.53,4.58,0.72,6.96,,
September,3.26,6.50,3.73,6.48,2.70,4.65,8.33,4.64,0.24,4.62,,
October,1.34,8.10,2.84,8.54,4.00,4.04,6.31,4.75,4.65,8.99,,
November,11.20,4.75,4.04,8.61,2.71,3.68,4.33,1.81,6.30,7.42,,
December,9.50,5.35,2.80,10.01,7.90,6.90,8.07,6.00,8.70,6.20,,
Total,61.18,55.27,49.10,71.74,45.20,61.91,57.34,56.97,44.53,65.58,,
Calc annual,61.18,55.27,49.10,71.74,45.20,61.91,57.34,56.97,44.53,65.58,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
