"WELLINGBOROUGH (SWANSPOOL)",,,,,,,,,,,,
Grid ref,SP894675,Long,-0.690451,Lat,52.298361,,,,,,,
Station no,1118,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.38,1.52,0.98,0.93,1.94,3.80,1.32,2.55,3.51,3.12,,
February,3.25,0.74,1.54,2.03,1.65,0.47,2.20,3.10,0.06,1.84,,
March,3.28,2.93,0.83,2.20,2.18,0.85,2.14,1.69,2.75,1.76,,
April,2.59,1.99,1.99,0.22,0.69,1.04,0.30,0.79,1.93,0.47,,
May,3.47,3.45,1.42,2.98,3.22,0.49,1.70,2.12,0.42,1.24,,
June,0.99,1.14,1.81,2.60,2.15,2.82,2.39,5.87,0.57,2.29,,
July,0.82,0.45,2.72,2.76,0.15,4.33,2.91,2.51,2.45,3.17,,
August,3.99,3.27,2.70,3.48,0.58,4.47,2.39,2.67,0.78,3.13,,
September,1.27,2.33,1.12,2.18,1.52,1.70,4.42,2.16,0.01,4.31,,
October,0.68,2.69,1.54,2.05,1.70,1.47,1.74,2.21,1.73,4.51,,
November,4.64,2.91,1.50,5.05,1.30,0.66,1.77,1.91,1.74,3.32,,
December,1.75,2.39,0.62,2.59,2.01,2.87,2.31,3.00,4.11,2.77,,
Total,29.11,25.81,18.77,29.07,19.09,24.97,25.59,30.58,20.06,31.93,,
Calc annual,29.11,25.81,18.77,29.07,19.09,24.97,25.59,30.58,20.06,31.93,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
