"FERNHURST (RESEARCH STATION)",,,,,,,,,,,,
Grid ref,SU906274,Long,-0.709154,Lat,51.038825,,,,,,,
Station no,460/7/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.53,2.77,1.32,2.21,4.20,5.16,3.29,3.65,3.98,3.99,,
February,6.91,0.92,1.46,2.87,2.02,0.35,5.29,2.65,0.08,3.86,,
March,4.76,3.11,0.52,3.35,1.58,0.49,1.66,2.08,2.93,2.27,,
April,3.00,2.41,2.72,0.25,0.63,1.82,0.27,0.75,3.00,1.07,,
May,2.65,3.40,2.69,2.75,4.01,0.30,1.72,3.31,1.40,1.13,,
June,1.78,1.49,1.94,3.05,2.57,2.59,1.72,3.38,0.81,1.79,,
July,1.80,0.74,3.36,2.85,1.63,3.13,3.80,2.06,1.87,4.37,,
August,5.44,3.02,1.91,3.14,1.17,3.84,3.11,4.58,2.60,4.55,,
September,3.43,4.01,3.58,3.41,2.08,4.23,3.63,5.86,0.04,4.44,,
October,1.53,4.34,4.25,3.11,4.66,1.70,2.07,3.16,3.28,9.09,,
November,11.05,4.63,1.61,8.19,2.61,0.85,3.12,2.46,4.20,6.80,,
December,4.05,2.93,0.85,2.98,4.03,5.08,3.06,3.72,8.12,4.85,,
Total,50.93,33.77,26.21,38.16,31.19,29.54,32.74,37.66,32.31,48.21,,
Calc annual,50.93,33.77,26.21,38.16,31.19,29.54,32.74,37.66,32.31,48.21,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
