"BRADFORD (HEATON RESERVOIR)",,,,,,,,,,,,
Grid ref,SE145354,Long,-1.781259,Lat,53.814684,,,,,,,
Station no,3277,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.17,3.95,0.37,2.89,1.76,4.89,2.27,3.41,3.00,5.00,,
February,3.30,0.88,2.23,3.30,2.46,1.39,3.24,4.99,0.17,2.61,,
March,3.59,1.91,1.30,2.29,2.56,1.13,2.10,1.97,1.42,1.91,,
April,1.60,1.70,2.42,0.53,0.87,2.90,0.26,0.78,3.53,1.34,,
May,4.65,1.62,1.64,3.05,2.49,0.97,1.33,3.97,1.16,1.36,,
June,0.90,1.68,3.22,1.65,1.83,2.05,1.58,5.01,2.07,1.06,,
July,2.63,1.16,3.01,1.65,1.15,4.29,2.79,3.97,1.88,4.00,,
August,5.13,3.76,2.92,7.65,0.83,6.70,5.20,3.01,0.52,4.08,,
September,2.13,2.84,2.98,3.59,1.24,3.39,4.25,3.22,0.11,3.07,,
October,1.52,4.26,2.25,5.21,2.21,1.80,3.05,2.83,3.72,5.06,,
November,7.85,1.56,3.52,5.61,2.54,1.08,2.02,0.75,4.32,6.56,,
December,5.01,2.94,1.86,4.00,4.46,3.79,4.04,4.43,6.03,3.78,,
Total,41.48,28.26,27.72,41.42,24.40,34.38,32.13,38.34,27.93,39.83,,
Calc annual,41.48,28.26,27.72,41.42,24.40,34.38,32.13,38.34,27.93,39.83,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
