BRADFORD HEATON RESERVOIR,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,4.10,2.01,2.12,1.06,3.81,4.52,0.95,2.51,1.91,5.22,,
February,1.11,0.07,3.08,3.49,6.20,0.45,1.05,2.90,2.86,2.02,,
March,2.41,1.73,1.12,0.78,2.84,2.88,3.97,4.38,1.29,1.63,,
April,0.98,1.64,1.41,0.75,2.80,2.80,1.60,2.32,2.91,2.32,,
May,3.20,2.86,3.29,2.38,1.66,0.38,0.50,1.21,2.23,3.51,,
June,3.65,1.34,4.29,2.14,2.88,3.25,3.57,3.94,2.05,1.53,,
July,2.03,2.43,2.56,5.87,3.93,5.64,2.07,0.91,0.71,1.48,,
August,4.80,5.73,2.83,2.33,3.25,3.20,1.79,3.53,3.14,1.85,,
September,1.79,2.21,2.38,1.75,0.82,1.40,5.69,3.05,0.72,4.38,,
October,1.33,4.40,6.62,2.40,5.93,3.55,4.52,1.89,4.59,2.73,,
November,3.87,3.55,2.16,2.15,1.75,4.08,1.82,3.07,2.87,1.57,,
December,1.17,6.60,1.00,3.60,2.37,3.59,4.06,4.46,3.77,3.02,,
Total,30.44,34.57,32.86,28.70,38.24,35.74,31.59,34.17,29.05,31.26,,
Calc annual,30.44,34.57,32.86,28.70,38.24,35.74,31.59,34.17,29.05,31.26,,
Difference,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
