"KINGARTH THE PLAN",,,,,,,,,,,,
Grid ref,NS096530,Long,-5.033971,Lat,55.732866,,,,,,,
Station no,RR2964,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.65,2.30,3.73,,,,,,,,,
February,3.35,1.62,1.46,,,,,,,,,
March,0.26,2.12,2.00,,,,,,,,,
April,2.40,3.62,1.50,,,,,,,,,
May,3.48,1.72,2.25,,,,,,,,,
June,2.16,3.20,1.22,,,,,,,,,
July,3.80,1.08,3.45,,,,,,,,,
August,4.98,4.60,2.50,,,,,,,,,
September,4.40,3.88,3.85,,,,,,,,,
October,4.75,4.92,3.30,,,,,,,,,
November,6.10,4.05,4.25,,,,,,,,,
December,7.73,3.96,3.20,,,,,,,,,
Total,50.06,37.07,32.71,,,,,,,,,
Calc annual,50.06,37.07,32.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
