Rainfall at,STRATHBLANE MUGDOCK RES
,
Station no,,
,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,3.50,0.80,6.80,5.60,8.40,4.00,6.30,3.80,5.30,3.90,
February,4.90,8.90,5.40,3.80,5.10,4.30,3.40,3.70,1.00,3.90,
March,3.30,1.60,5.70,1.20,5.50,2.40,4.70,2.70,4.55,3.30,
April,3.30,3.90,1.70,2.60,1.10,2.10,2.20,2.90,3.15,3.00,
May,2.00,3.10,2.30,3.00,3.60,3.20,3.00,1.30,4.60,4.00,
June,1.30,4.20,2.90,3.90,1.90,1.50,1.80,1.20,2.30,0.90,
July,4.70,5.50,6.10,4.00,6.90,2.90,3.90,3.50,4.50,1.92,
August,1.50,4.10,2.80,6.80,4.50,3.00,3.40,4.10,3.50,5.68,
September,3.00,2.60,3.80,3.40,3.70,7.90,6.10,3.50,2.00,2.30,
October,0.70,2.30,5.30,4.90,5.20,4.10,4.10,1.60,2.40,3.30,
November,7.30,6.50,4.30,8.20,4.20,3.30,5.00,4.10,7.50,2.80,
December,9.30,3.60,5.20,7.00,9.50,3.20,4.60,4.20,4.15,4.00,
Total,44.80,47.10,52.30,54.40,59.60,41.90,48.50,36.60,44.95,39.00,
Calc annual,44.80,47.10,52.30,54.40,59.60,41.90,48.50,36.60,44.95,39.00,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,
