"ADDINGTON HILLS RESERVOIR, SURREY",,,,,,,,,,,,
Grid ref,TQ352643,Long,-0.059466,Lat,51.361686,,,,,,,
Station no,75,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.51,2.38,1.26,1.45,3.22,4.02,1.62,2.26,2.78,2.35,,
February,7.34,1.16,1.62,2.40,2.08,0.33,3.40,2.51,0.09,2.07,,
March,3.44,2.93,0.42,2.28,1.23,1.11,0.93,1.46,2.09,1.88,,
April,2.95,1.30,2.52,0.32,0.27,1.23,0.23,1.42,2.39,0.68,,
May,2.45,1.67,1.53,2.44,4.31,0.39,1.39,2.20,1.23,1.84,,
June,0.82,1.67,2.13,4.08,2.14,2.81,0.92,5.13,1.01,1.23,,
July,2.33,0.82,4.23,2.83,0.32,5.67,3.51,2.46,0.88,3.44,,
August,3.49,3.90,1.57,3.18,1.24,2.60,2.74,3.04,1.11,3.35,,
September,2.68,3.25,3.13,2.29,2.11,2.60,3.01,5.37,0.20,3.90,,
October,1.07,3.15,4.54,1.97,3.82,1.52,1.73,3.36,2.43,6.53,,
November,6.39,3.68,1.63,5.76,0.92,0.75,3.16,1.82,3.01,5.27,,
December,2.74,2.51,0.86,2.01,2.33,3.36,2.33,3.07,5.18,3.29,,
Total,39.21,28.42,25.44,31.01,23.99,26.39,24.97,34.10,22.40,35.83,,
Calc annual,39.21,28.42,25.44,31.01,23.99,26.39,24.97,34.10,22.40,35.83,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
