RAVENSCRAIG EDINBURGH W.W. NO 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NT142140,Long,-3.356776,Lat,55.412386,Elevation,2258,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,3.8,2.32,5.23,7.77,5.56,3.8,6.33,6.85,6.37,2.19,9.45,2.2,4.98,7.33,4.38,3.93,5.9,9.04,5.8,4.11,17.56,3.06,8.9,6.07,7.71,14.67,6,7,7.9,5.61,12.44,8,14.5,3.94,11,6.45,14.44,11.6,14.28,5.28,7.67,11.77,14.58,11.24,2.05,3,6,12.32,9.65,5.5,8.5,8.5,12.73,10.43,6.26,10.4,10.5,3,7.5,8.3,5.85,13.8,12.8,4.6,10
February,,,,,,,4.38,5.83,3.65,4.79,1.64,2.38,1.87,7.76,4,2.01,2.28,3.57,3.5,1.98,8.15,6.15,5.34,5.01,12.36,12.6,5.9,3.2,11.74,1.13,8.25,1.73,8.7,8.15,1.3,3.15,7.78,3.14,5.5,2.5,1.2,4.5,0.47,4.5,0.31,9.2,5.18,6,7.24,10.7,2.45,6.5,2.5,7,2.92,8.5,4.3,3.2,10,11,12.23,9,2.5,4.27,9,3.5,2.8,5.9,6.5,4.1,10.5
March,,,,,,,5.81,6.95,1.75,5.7,0.17,2.37,4.05,14.6,4.16,6.39,3.68,5.25,7.6,6.43,7.4,2.53,8.09,8.81,9.88,2.01,5.12,2.5,3.46,3.72,9.45,14.98,6.3,4,1.5,2.05,3,6.14,8,2.1,4.9,3.5,6.5,5.7,7.11,3.95,4,3.1,2.05,7.4,7,4.6,3.16,1.61,0.9,6.14,5.22,8,9.32,4,11.34,8,6.8,1.47,7.5,3.62,4.22,9,2.9,7,4.8
April,,,,,,,2.45,5.05,6.82,5.52,3.29,4.63,4,1.05,5.71,5.71,1.82,3.35,2.04,4.49,6.45,6.88,1.12,7.72,4.67,3.65,7.92,4.15,0.8,4.5,6.75,2.09,5.6,3.8,5.9,7.95,5.5,4.02,2.32,2.23,3.79,4.96,6.18,5,7.3,6.52,2,5.57,1.61,4.38,3.94,3.5,6.82,3.63,4.41,4,2.95,12.97,5.47,10.69,8.79,8.7,7.8,4.75,2,1.68,1.9,5.7,3.3,8.3,8.7
May,,,,,,,0.75,3.76,2.87,4.81,6.25,2.98,2.61,4.33,4.9,5.8,5.42,7,4.01,4.13,3.26,4.38,2.88,5.8,4.7,1.56,6.1,6.1,5.2,2.57,9.96,5.42,4.2,3.3,7.33,11.5,6.97,3.77,2.08,6.18,4.02,8.5,4.74,2.95,7.07,1.3,1.18,3.45,14.13,1.53,2.87,6.42,8.14,5.43,3.6,6.6,1.44,4.92,3.45,5.11,2.92,3.43,3.72,5.25,7.8,6.7,6.5,4,4.8,2.8,4.8
June,,,,,,,5.25,4.46,5.31,2.57,7.85,5.73,1.88,3.42,6.43,1.42,3.43,11.48,5.88,3.28,2.82,4.24,5.64,4.89,3.15,2.24,5.02,5.6,3.3,3.8,3.06,1.4,5.1,2.1,5.53,1.13,6.93,7.24,9.54,3.89,5.49,11.7,3.13,3.47,4.28,8.7,5.48,5,13.02,6.72,2.5,1.8,1.85,7.35,5.35,8.15,8.74,7.73,10,2.95,7.35,4.43,4.91,3.52,9.04,6,5.8,4.2,4.9,4.5,4.9
July,,,,,,,7.45,4.45,1.75,5.7,5.75,1.98,4.77,6.83,7.05,5.96,5.31,5.5,5.74,6.21,8.06,3.86,6.12,0.46,5.06,8.81,6.09,3.1,5.8,2.1,9.82,8.5,10.2,8.95,9.5,3.4,6.65,6.74,6.7,8.45,7.75,9.46,13.82,5.75,5.87,4.82,9.48,7,11.24,11.38,10.85,6.24,7.67,4.39,3.3,5.45,9.52,5.42,7.82,4.58,10.43,7,5.38,15.5,8.53,4.2,9.7,6.5,7,6.9,8
August,,,,,,,4.1,13.3,9.77,2.42,7.05,5.37,4.67,10.18,8.02,7.5,11.31,9.61,7.32,5.18,12.74,6.32,6.66,3.43,8.85,4.08,6.08,13,4.2,7.8,8.71,10.3,7.4,14.05,10.47,5.65,9.87,7.5,11.97,7.94,12.5,4.6,3.52,6.6,10.2,6.15,7.42,5.69,4.52,2.72,4.9,11.5,13.13,11,6.45,3.1,8.35,0.14,13,8.23,12.34,13.28,7.5,8.01,9.2,2.7,10.2,8.5,8.1,2.3,6.3
September,,,,,,,8.97,5.68,6.39,6.4,7.33,10.5,4.07,5.85,6.64,4.1,2.51,0.98,12.11,3.56,1.52,2.9,4.48,3.71,4.34,3.23,4.5,10.05,11.65,8.45,4.58,2.3,4.8,9.1,9.53,3.6,7.41,7.43,7.4,2,9.2,2.34,8.35,2.25,12.95,12.5,7.67,5.3,9.12,4.3,7.52,5.5,10.72,7.35,7.32,12.74,13.95,9.24,12.52,4.97,17.83,11.8,3.87,11.04,13.52,8.7,8.3,7,7,2.3,5.7
October,,,,,,,4.54,4.88,7.06,7.01,8.75,8.88,5.1,14.72,4.68,4.35,9.71,14,3.64,16.67,4.23,4.95,6.86,7.37,4.02,3.62,13.5,11.5,16.8,3.15,4.04,4.5,6.4,12.85,7.5,10.73,7,11.19,15.4,9.2,18.07,8.1,11.85,5,13.36,13.73,10.53,5.97,12.65,4.63,7.88,7.98,6.31,16.41,5.45,9.5,1.5,4.03,10.3,10.8,9.34,1.49,8.94,6.51,18.2,6.1,7.1,11.7,6.1,10,7
