"READING, LEIGHTON PARK",,,,,,,,,,,,
Grid ref,SU732714,Long,-0.948300,Lat,51.436878,,,,,,,
Station no,RR2998,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,2.52,0.47,3.32,0.35,1.43,0.65,,
February,,,,,2.67,0.38,1.81,1.36,0.75,0.30,,
March,,,,,1.08,3.68,1.22,0.75,2.32,2.75,,
April,,,,,1.11,1.48,0.76,2.45,3.73,2.01,,
May,,,,,2.79,2.26,1.99,1.29,1.25,1.49,,
June,,,,,1.09,3.78,2.13,2.07,1.01,4.15,,
July,,,,,0.97,0.46,0.25,1.60,1.71,2.68,,
August,,,,,1.68,2.59,0.62,1.07,2.43,1.80,,
September,,,,,1.29,1.17,0.75,0.56,1.54,2.43,,
October,,,,,1.40,1.42,4.45,4.85,1.40,3.90,,
November,,,,,1.81,2.56,3.37,2.00,0.73,0.42,,
December,,,,,2.33,0.95,2.26,3.40,2.17,2.33,,
Total,,,,,20.74,21.20,22.93,21.75,20.47,24.91,,
Calc annual,0.00,0.00,0.00,0.00,20.74,21.20,22.93,21.75,20.47,24.91,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,,
