"AYR AUCHENDRANE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR1153,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,3.54,3.99,7.26,6.92,5.40,,,,,,,
February,2.45,4.53,3.01,0.60,1.55,,,,,,,
March,7.43,4.04,2.50,2.67,3.87,,,,,,,
April,2.11,3.34,1.07,0.45,1.87,,,,,,,
May,4.15,0.85,3.10,2.51,1.37,,,,,,,
June,2.40,2.13,5.29,2.08,0.64,,,,,,,
July,2.02,3.55,3.04,4.03,2.82,,,,,,,
August,2.06,5.15,4.19,4.82,5.28,,,,,,,
September,3.87,2.08,9.20,3.52,4.41,,,,,,,
October,4.99,2.65,4.48,9.93,8.21,,,,,,,
November,2.15,2.80,5.48,3.68,5.37,,,,,,,
December,2.05,5.06,4.61,3.55,2.70,,,,,,,
Total,33.22,40.17,53.23,44.76,43.49,,,,,,,
Calc annual,39.22,40.17,53.23,44.76,43.49,0.00,0.00,0.00,0.00,0.00,,
Difference,-6.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
