REDBROOK (HILL CREST),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2123/6,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,2.72,3.80,3.69,,,,,
February,,,,,2.96,1.78,1.91,,,,,
March,,,,,1.13,1.22,7.54,,,,,
April,,,,,1.71,2.56,4.11,,,,,
May,,,,,2.87,4.37,2.79,,,,,
June,,,,,3.45,2.23,2.42,,,,,
July,,,,,3.99,1.15,2.84,,,,,
August,,,,,3.54,5.82,1.64,,,,,
September,,,,,2.41,5.30,1.23,,,,,
October,,,,,3.66,1.38,0.78,,,,,
November,,,,6.00,0.99,7.28,2.43,,,,,
December,,,,3.39,6.85,4.88,2.31,,,,,
Total,,,,,36.28,41.77,33.69,,,,,
Calc annual,0.00,0.00,0.00,9.39,36.28,41.77,33.69,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,NaN,NaN,NaN,,
