"EYNSFORD (PUMPING STATION)",,,,,,,,,,,,
Grid ref,TQ535655,Long,0.203704,Lat,51.367822,,,,,,,
Station no,392,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.51,2.24,0.93,1.33,2.47,3.61,1.17,2.73,2.57,2.19,,
February,6.68,0.93,1.54,2.20,2.10,0.19,3.20,2.20,0.04,2.06,,
March,3.31,2.63,0.24,2.26,1.26,0.82,1.01,1.11,1.56,1.63,,
April,3.01,1.30,2.52,0.39,0.19,1.41,0.17,1.81,2.28,0.65,,
May,2.01,0.92,2.07,1.87,3.86,0.49,0.86,1.58,1.38,1.80,,
June,2.87,1.39,1.34,4.01,2.00,2.63,0.67,3.96,0.94,0.92,,
July,3.08,0.61,3.07,2.45,0.04,5.36,3.05,2.40,1.53,2.93,,
August,5.11,2.27,1.20,2.72,1.33,2.30,3.71,3.63,0.76,4.15,,
September,2.93,3.36,3.19,2.03,3.49,2.22,2.56,6.95,0.17,3.79,,
October,0.99,2.17,3.69,2.15,3.90,1.02,1.41,2.93,2.37,6.23,,
November,4.50,4.40,1.16,4.95,0.76,0.65,4.06,1.46,3.14,4.04,,
December,2.69,2.32,0.70,2.03,1.87,3.79,2.27,3.12,5.11,2.82,,
Total,39.69,24.54,21.65,28.39,23.27,24.49,24.14,33.88,21.85,33.21,,
Calc annual,39.69,24.54,21.65,28.39,23.27,24.49,24.14,33.88,21.85,33.21,,
Difference,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,,
