"BATH (CITY BOYS SCHOOL)",,,,,,,,,,,,
Grid ref,ST751638,Long,-2.359106,Lat,51.372706,,,,,,,
Station no,1983/4,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,2.31,3.11,4.42,2.62,2.63,3.77,3.81,,
February,,,,3.47,1.63,0.22,3.01,3.59,0.20,2.62,,
March,,,,3.68,1.12,0.86,2.35,1.27,3.12,3.12,,
April,,,,0.36,0.97,1.38,0.13,1.01,2.40,1.32,,
May,,,,2.25,4.42,0.49,2.43,2.34,1.96,1.12,,
June,,,,4.29,4.05,2.01,1.28,5.58,2.30,2.74,,
July,,,,2.68,0.79,3.44,3.73,3.89,2.77,3.41,,
August,,,,3.19,1.26,4.68,3.99,2.73,3.43,4.44,,
September,,,,3.81,1.92,3.14,3.75,5.33,0.17,4.19,,
October,,,,2.94,1.42,2.11,2.76,2.33,2.61,7.67,,
November,,,,6.79,3.18,0.66,2.81,2.17,3.61,4.34,,
December,,,,2.35,4.08,3.53,2.87,3.10,6.27,4.49,,
Total,,,,38.12,27.95,26.94,31.73,35.97,32.61,43.27,,
Calc annual,0.00,0.00,0.00,38.12,27.95,26.94,31.73,35.97,32.61,43.27,,
Difference,NaN,NaN,NaN,-0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,,
