SOUTHCHURCH (BARLING ROAD),,,,,,,,,,,,
Grid ref,TQ913865,Long,0.757459,Lat,51.544963,,,,,,,
Station no,1271/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.45,1.21,0.88,1.30,2.56,,,,,,,
February,4.48,0.99,1.15,1.74,1.37,,,,,,,
March,2.03,2.73,0.29,1.91,0.68,,,,,,,
April,2.13,0.85,1.37,0.28,0.22,,,,,,,
May,2.20,0.92,1.49,1.78,4.56,,,,,,,
June,0.99,1.59,1.66,2.33,1.97,,,,,,,
July,2.58,0.68,2.86,2.54,0.56,,,,,,,
August,1.99,2.54,1.68,2.98,1.91,,,,,,,
September,3.59,3.39,2.15,0.98,2.27,,,,,,,
October,0.83,1.39,1.79,1.50,4.84,,,,,,,
November,2.86,4.32,1.21,3.10,0.40,,,,,,,
December,1.10,1.61,0.56,0.74,1.54,,,,,,,
Total,26.23,22.22,17.09,21.18,22.88,,,,,,,
Calc annual,26.23,22.22,17.09,21.18,22.88,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
