"WESTBURY, CAMBRIDGE HOUSE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1477,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,3.56,3.55,3.63,3.66,4.41,1.40,5.19,
February,,,,,0.21,4.71,1.75,4.18,2.15,0.93,0.97,
March,,,,,1.16,0.24,0.49,3.66,2.53,0.19,2.22,
April,,,,,3.25,1.82,3.27,1.57,1.10,0.93,1.91,
May,,,,,5.52,3.43,2.96,0.89,1.30,1.79,1.63,
June,,,,,2.29,0.02,2.47,3.02,3.17,1.34,1.16,
July,,,,,3.41,3.88,1.99,5.99,2.04,1.84,2.30,
August,,,,,2.63,2.48,1.03,3.99,2.28,2.16,3.73,
September,,,,,3.35,3.64,0.90,5.94,1.82,0.33,4.21,
October,,,,,4.41,3.25,3.42,1.98,4.57,4.58,2.27,
November,,,,,2.96,2.20,7.03,2.63,3.89,7.86,5.46,
December,,,,,5.85,3.86,0.43,3.26,3.25,8.57,3.88,
Total,,,,,38.60,33.08,29.37,40.77,32.51,31.92,34.93,
Calc annual,0.00,0.00,0.00,0.00,38.60,33.08,29.37,40.77,32.51,31.92,34.93,
Difference,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,
