ILFORD-HAINAULT-REC-GROUND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ462913,Long,0.109588,Lat,51.60157,Elevation,105,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1253/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,3.43,2.89,2.47,4.89,2.2,2.43,2.14,4.5,1.39,1.99,1.45,1.47,3.76,0.94,1.62,2.34,1.51,0.96,1.11,2.53,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,1.45,4.15,0.61,0.71,1.48,1.86,1.15,1.19,0.88,1.6,2.81,1.45,1.56,0.82,3.23,5.98,0.79,1.87,2.57,1.77,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.27,2.57,0.44,1.44,3.2,2.66,2.27,0.4,0.08,0.8,1.16,5.48,0.72,0.83,0.7,3.27,3.14,0.43,2.38,1.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.3,3.01,0.13,2.41,2.31,1.61,0.89,1.08,1.47,0.98,1.33,1.55,1.3,1.52,2.05,2.81,1.19,2.27,0.35,0.45,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,0.72,2.72,1.44,1.79,1.69,1.71,2.49,1.74,0.58,2.66,3.1,0.9,2.34,1.82,1.48,2.26,0.69,1.3,1.76,4.14,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,3.49,1.92,0.4,1.06,0.73,0.88,0.16,1.41,1.96,1.67,2.59,2.38,3.8,0.74,1.34,0.83,1.96,1.66,2.85,2,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.4,2.17,1.83,2.39,3.49,3.54,1.45,1.73,1.82,3.45,3.5,1.74,0.98,1.34,4.36,1.19,0.61,3.43,2.6,1.22,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,0.39,1.02,1.4,2.97,0.05,4.28,2.39,1.72,2.72,1.31,4.17,0.12,4.23,1.13,1.62,3.97,2.06,1.67,3.89,1.12,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,3.02,1.3,2.65,1.65,1.02,0.62,1.66,1.39,3.23,1.13,2.73,1.39,1.26,0.44,2.43,3.11,3.15,2.16,1.88,2.08,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,1.56,2.01,2.61,5.13,2.29,0.88,4.04,1.88,2.89,1.99,1.21,0.19,2.06,5.17,0.35,0.86,2.32,4.04,1.9,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,3.23,1.47,3.11,4.29,6.48,2.31,2.16,1.61,3.63,0.27,3.02,0.86,2.1,1.95,4.78,4.2,4.24,0.86,3.31,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,2.39,1.99,3.65,3.02,1.21,1.5,1.91,1.94,1.49,1.06,2.77,1.96,2.27,2.1,1.5,1.29,1.65,2.23,0.75,1.39,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,24.25,28.88,20.11,29.94,26.44,24.69,22.74,20.14,21.71,20.62,29.03,19.8,26.21,18.2,25.25,32.47,23.89,21.4,25.99,22.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
