EAST-GRINSTEAD-LOCKERIDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ389395,Long,-0.01491,Lat,51.13829,Elevation,320,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,4.86,1.85,2.56,3.62,3.64,2.7,4.4,1.37,4,2.25,3.71,2.29,2.91,1.14,5.54,6.63,3.79,5.32,1.92,2.74,2.76,5.9,2.18,1.91,2.78,3.01,4.83,1.28,1.2,3.34,3.03,0.91,1.6,,,,,,
February,,,2.88,5.47,0.82,4.83,2.9,5.39,1.92,0.46,1.05,2.43,0.41,2.44,0.35,4.57,2.01,5.47,0.91,1.48,2.48,3.46,0.66,2.13,0.9,2.16,2.89,1.48,1.61,1.43,5.89,7.42,1.37,1.71,2.03,,,,,,
March,,,2.59,2.8,2.36,0.81,0.41,4.35,2.67,0.05,1.43,0.48,1.94,3.67,3.03,0.57,1.54,3.54,0.54,1.34,3.29,3.49,2.62,0.44,0.13,1.77,1.64,6.21,0.98,1.14,1.57,4.12,3.06,0.34,2.99,,,,,,
April,,,3.54,3.12,3.4,2.81,3.84,1.71,2,0.95,1.68,3.9,3.15,0.87,3.53,3.73,2.07,2.79,0.28,2.74,1.8,1.4,1.98,1.49,1.52,1.26,3.07,1.73,1.45,1.39,2.17,2.57,2.06,3.45,0.39,,,,,,
May,,,0.92,3.45,3.86,3.28,1.79,1.03,1.45,2.79,2.78,2.96,3.55,2.19,0.93,1.59,1.16,2.23,2.84,1.76,2.11,2.29,3.63,3.34,0.6,2.07,2.98,1.59,3.18,1.65,1.71,2.53,1.86,1.55,2.17,,,,,,
June,,,1.35,0.41,3.53,0.16,3.89,4.18,2.8,1.74,0.76,1.75,1.45,1.87,1.52,3.41,3.14,1.99,0.72,1.18,0.29,2.55,0.15,1.97,1.7,1.85,2.94,2.29,4.02,0.9,1.15,1.96,1.19,2.02,4.71,,,,,,
July,,,4.82,3.04,4.25,4.28,1.32,3.33,2.19,1.65,2.45,3.42,2.82,2.19,2.22,1.38,4.67,1.51,2.15,2.42,3.74,2.53,2.2,2.56,2.28,5.11,1.93,1.71,1.15,0.44,2.86,2.86,0.83,3.88,3.34,,,,,,
August,,,3.18,2.41,3.46,2.45,2.91,5.1,3.36,3.18,3.49,5.59,1.17,1.08,1.93,4.44,0.65,2.55,2.13,2.93,0.23,4.61,3.37,1.79,2.68,2.86,6.51,0.45,4.76,1.49,2.6,5.49,3.71,2.13,2.94,,,,,,
September,,,2,2.15,4.06,2.73,1.01,5.1,1.06,0.71,3.39,2.32,2.33,3.54,1.76,4.37,2.15,2.74,2.79,0.94,1.35,0.76,2.36,2.02,3.24,2.13,4.55,1.6,2.21,1.03,2.82,3.36,3.32,4.33,2.32,,,,,,
October,,,1.91,6.99,4.01,4.49,2.57,2.29,7.27,4.19,1.73,0.64,7.28,2.19,2.46,4.6,2.18,3.29,3.65,7.44,3.73,1.28,3.85,3.65,5.42,3.87,1.26,0.57,2.03,8.63,0.36,1.42,3.01,4.61,2.49,,,,,,
November,,,2.18,2.52,3.69,3.54,7.67,3.11,3.35,8.07,5.77,5.13,1.52,1.09,4.7,7.1,5.14,1.81,4.21,6.24,8.5,3.86,1.81,1.69,5.13,0.33,5.49,1.23,1.78,3.39,6.58,5.94,3.72,1.5,5.71,,,,,,
December,,,4.73,3.33,5.42,3.67,0.51,4.45,3.77,7.89,2.73,0.74,0.74,0.56,8.38,4.19,3.26,4.06,4.12,1.81,1.72,2.43,3.59,2.51,2.56,4.1,3.35,2.84,5.08,1.66,2.43,2.67,2.67,0.8,2.17,,,,,,
Total,,,34.96,37.54,41.42,36.67,32.46,42.74,36.24,33.05,31.26,31.61,30.07,23.98,33.72,41.09,33.51,38.61,28.13,35.6,31.16,31.4,28.98,29.49,28.34,29.42,39.39,24.71,33.08,24.43,31.34,43.68,29.83,27.23,32.86,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Next to Toll Gate House at Eden Vale road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 Gauge read 9am in winter and summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 sheet Footnote in BR Gauge over sheltered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950 Record seems a little low Observer states trees cannot be lopped No leak in gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 Dec Record terminated Observer too old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
