WIMBORNE-CODFORD-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU008003,Long,-1.990015,Lat,50.802258,Elevation,69,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.23,2.86,0.86,4.36,4.28,2.44,1.18,2.84,5.96,0.92,8.45,0.96,1.01,1.05,3.68,1.47,5.14,5.61,0.57,3.14,1.72,1.16,4.16,7.31,4.22,3.43,5.31,1.57,4.17,5.29,5.32,2.46,5.92,1.61,4.6,2.34,2.4,2.54,2.2,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.5,3.45,1.7,3.74,6.7,2.51,2.34,2.11,4.53,0.74,4.01,1.66,1.21,0.57,4.47,1.87,3.13,1.63,5.46,6.28,5.4,1.06,1.65,3.76,0.51,0.41,3.13,6.78,0.55,5.27,2.35,3.44,2.94,1.28,0.77,2.02,0.06,4.54,0.05,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,3.88,6.28,0.91,0.92,1.42,2.89,2.34,4.26,1.73,5.42,1.12,0.5,3.47,4.3,0.85,2.5,4.97,3.04,5.22,0.8,3.47,3.12,1.34,5.14,2.54,1.4,3.19,1.86,1.86,1.14,0.43,3.85,2.96,0.15,1.13,1.09,1.56,3.55,3.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.66,3.27,2.05,3.16,1.86,2.55,1.69,3.44,1.28,1.88,1.35,4.25,2.48,1.38,2.42,1.81,0.11,3.78,1.11,1.42,0.77,1.8,1.93,1.8,3.69,0.92,3.7,3.52,3.58,2.61,4.37,2.1,1.74,0.72,2.54,2.4,2.79,1.55,1.92,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,0.28,2.01,3.75,1.41,1.7,1.22,2.36,3.01,2.74,0.83,2.8,1.88,2.64,1.73,1.36,1.03,1.63,2.55,1.25,2.72,1.77,3.07,1.6,0.68,1.35,1.69,0.65,1.79,4.82,3.79,2.12,0.91,1.71,2.41,2.75,3.26,3.11,1.17,0.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.26,3.54,1.43,1.87,2.57,2.38,3.38,3.25,0.98,3.16,1.88,1.85,0.37,4.3,4.53,1.72,4.12,0.68,1.52,0.53,2.11,1.95,0.89,0.84,2.32,0.5,0.88,0.42,1.91,0,2.76,2.7,2.25,1.54,0.52,2.83,2.31,0.98,1.33,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,0.8,0.6,0.92,0.96,0.49,2.02,1.6,3.9,3.66,0.66,1.95,1.19,1.96,2.87,3.27,0.16,2.7,1.19,3.86,4.5,1.04,2.13,4.87,1.65,5.75,0.37,5.24,0.85,3.47,2.23,1.34,3.15,1.27,1.24,1.73,4.57,2.9,2.05,0.34,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,3.58,4.16,1.42,0.55,3.59,2.29,5.12,4.59,5.1,3.78,0.83,1.41,4.29,2.87,2.43,0.92,6.8,1.46,3.62,1.21,4.22,5.82,2.31,3.03,1.35,2.46,4.28,2.48,3.82,2.59,0.95,3.72,3.69,1.7,4.05,3.15,0.76,1.12,3.74,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,11.61,3.42,1.42,2.36,1.2,3.86,1.62,2.77,2.59,2.15,0.93,0.55,2.13,3.64,0.33,1.09,2.26,3.9,1.99,2.31,2.7,1.93,5.98,1.77,1.5,0.95,2.01,2.91,4.06,3.69,0.72,5.88,2.34,0.63,3.85,1.41,3.64,1.57,2.12,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,4.03,1.67,4.95,2.3,3.26,3.15,2.86,10.76,2.16,2.75,6.91,10.57,2.42,9.1,5.88,4.71,4.32,4.87,3.27,6.59,5.49,5.23,1.97,1.32,2.57,1.14,1.5,5.71,4.65,4.86,4.57,2.58,8.21,4.35,2.12,0.8,5.32,1.61,1.54,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,1.4,1.14,4.69,4.83,5.2,0.58,4.65,1.78,1.49,5.14,4.54,2.96,0.96,0.65,4.03,4.47,2.05,3.85,6.72,3.35,5.1,0.97,3.2,2.71,1.73,2.46,2.14,2.04,3.68,3.02,10.47,3.14,3.48,9.68,5.91,4.75,2.32,0.77,2.5,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,7.12,5.98,3.88,2.67,6.2,4.9,1.87,3.4,4.03,0.9,1.98,3.79,3.47,4.37,5.8,8.8,5,2.18,8.73,8.88,4.64,1.4,3.35,5.86,3.93,1.62,5.11,3.93,6.34,4,0.5,4.48,2.76,7.66,4.43,1.1,1.42,1.15,9.96,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,37.35,38.38,27.98,29.13,38.47,30.79,31.01,46.11,36.25,28.33,36.75,31.57,26.41,36.83,39.05,30.55,42.23,34.74,43.32,41.73,38.43,29.64,33.25,35.87,31.46,17.35,37.14,33.86,42.91,38.49,35.9,38.41,39.27,32.97,34.4,29.72,28.59,22.6,29.59,39.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
