TUNSTALL (CRAGGS LANE FARM),,,,,,,,,,,,
Grid ref,SE199945,Long,-1.695384,Lat,54.345662,,,,,,,
Station no,3439/3,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,1.48,0.48,2.39,2.91,3.49,2.15,2.15,2.34,3.85,,
February,,0.45,2.52,2.75,1.61,2.15,2.32,4.59,0.24,2.93,,
March,,1.49,0.27,1.70,1.99,1.22,1.23,1.59,1.24,1.81,,
April,,1.27,1.50,0.29,0.44,1.02,0.35,0.76,2.87,0.70,,
May,,1.43,2.01,3.46,2.20,0.81,1.78,3.39,0.26,1.30,,
June,,0.79,2.41,2.18,2.83,2.80,1.83,4.27,1.43,0.54,,
July,,0.69,3.79,1.65,0.73,4.98,3.23,3.39,1.24,4.09,,
August,,2.91,3.45,5.84,1.29,7.96,5.64,2.67,0.76,2.41,,
September,,3.17,2.00,2.48,1.01,3.73,3.71,3.21,0.38,3.11,,
October,,3.11,2.29,5.12,2.06,1.42,2.24,1.86,2.06,6.11,,
November,,1.98,1.92,5.88,2.58,0.72,1.60,0.74,4.36,4.22,,
December,,1.27,1.40,1.93,3.48,3.13,2.42,3.59,4.33,2.74,,
Total,,20.04,24.04,35.67,23.13,33.43,28.50,32.21,21.51,33.81,,
Calc annual,0.00,20.04,24.04,35.67,23.13,33.43,28.50,32.21,21.51,33.81,,
Difference,NaN,0.00,0.00,0.00,-0.00,-0.00,-0.00,0.00,-0.00,0.00,,
