"MELBOURNE THE HOLLOW",,,,,,,,,,,,
Grid ref,SK386250,Long,-1.428648,Lat,52.821159,,,,,,,
Station no,RR4005,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.62,1.32,1.02,2.16,2.31,1.11,2.96,1.08,0.88,,,
February,3.68,1.25,1.48,1.01,2.95,0.67,2.60,1.21,1.06,,,
March,0.56,2.03,1.27,3.42,1.74,2.32,1.21,1.22,2.93,,,
April,1.07,1.38,2.28,1.86,1.04,1.27,0.64,1.58,2.61,,,
May,1.90,0.79,3.01,2.74,1.17,0.42,1.76,4.00,1.93,,,
June,4.19,2.31,2.36,1.39,0.49,2.39,2.54,2.54,1.55,,,
July,3.04,3.75,1.53,1.95,1.64,1.17,0.57,2.59,2.75,,,
August,5.06,1.05,4.39,4.48,3.39,3.55,1.31,2.67,3.68,,,
September,0.82,0.65,1.62,2.53,1.67,1.68,1.07,0.61,2.08,,,
October,2.59,1.37,2.03,4.94,0.57,1.26,5.09,3.76,0.89,,,
November,1.98,1.50,1.54,1.90,1.20,2.57,2.77,1.96,1.61,,,
December,3.55,5.18,1.12,1.42,1.30,0.76,1.97,2.78,1.27,,,
Total,32.06,22.58,23.65,29.80,19.47,19.17,24.49,26.00,23.24,,,
Calc annual,32.06,22.58,23.65,29.80,19.47,19.17,24.49,26.00,23.24,0.00,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
