BRAMPTON BRYAN HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO369726,Long,-2.927751,Lat,52.347823,Elevation,450,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,,,,,0.92,,1.27,1.77,,,,,,,,,,,,,,,4.02,4.15,5.37,1.42,6.36,2.18,5.72,,3.36,1.07,5.29,,,,
February,,,,,,,,,1.35,,1.29,1.74,,,,,,,,,,,,,,,2.83,2.52,2.92,0.48,0.77,2.47,0.27,,0.25,3.23,2.89,,,,
March,,,,,,,,,3.65,,1.12,2.54,,,,,,,,,,,,,,,0.52,3.42,3.21,0.32,2.84,1.03,-999,,2.87,0.69,2.82,,,,
April,,,,,,,,,2.7,,1.93,1.12,,,,,,,,,,,,,,,2.21,1.83,1.88,0.71,2.09,4.41,-999,,2.53,5.1,2.47,,,,
May,,,,,,,,,1.4,,1.57,2.26,,,,,,,,,,,,,,,2.76,1.17,0.95,2.78,1.22,4.89,4.72,,1.69,0.98,1.2,,,,
June,,,,,,,,,0.7,,5.37,0.04,,,,,,,,,,,,,,,1.67,3.76,3.4,3.05,0.94,4.97,1.32,,1.74,2.65,3.97,,,,
July,,,,,,,,,2.55,,2.43,0,,,,,,,,,,,,,,,1.68,3.25,1.35,1.86,3.59,3.07,3.45,,1.26,0.34,4.51,,,,
August,,,,,,,,,4.95,,4.74,1.53,,,,,,,,,,,,,,,3.03,5.38,4.12,1.37,3.64,5.18,2.42,,1.67,1.38,0.42,,,,
September,,,,,,,,,1.76,,0.81,0.04,,,,,,,,,,,,,,,1.29,3.69,1.24,1.29,4.13,2.42,2.88,,2.04,4.85,2.29,,,,
October,,,,,,,,,2.4,,6.8,2.91,,,,,,,,,,,,,,,3.52,2.61,5.52,4.22,3.28,0.72,5.81,,2.18,3.68,2.18,,,,
November,,,,,,,,,2.25,,3.32,2.53,,,,,,,,,,,,,,,6.66,3.72,4.9,7.49,3.27,6.16,1.89,,2.03,6.17,4.02,,,,
December,,,,,,,,,3.71,,7.37,10.63,,,,,,,,,,,,,,,0.57,2.89,2.26,7.53,3.83,1.38,2.12,,7.04,3.74,3.39,,,,
Total,,,,,,,,,28.34,,38.02,27.11,,,,,,,,,,,,,,,30.76,38.39,37.12,32.52,35.96,38.88,34.71,,28.66,33.88,35.45,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1932 March April bracketed - 4.11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
