WYLYE-FISHERTON-DE-LA-MERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST998387,Long,-2.004239,Lat,51.147562,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1515/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,5.67,2.31,3.1,4.09,6.26,2.27,1.43,3.47,2.46,9.97,1.06,0.47,3.28,2.99,0.78,2.32,2.82,5.98,2.55,3.45,5.02,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,2.06,3.45,2.68,0.42,0.94,0.73,2.33,2.77,1.5,3.07,1.67,5.53,6.25,0.56,1.75,3.17,1.51,,3.63,2.88,0.28,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,1.59,2.6,3.48,2.02,0.75,0.39,1.46,0.75,6.5,2.62,1.13,1.62,3.8,4.22,0.57,3,1.52,1.09,1.9,1.58,3.84,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,2.73,1.91,1.92,2.16,0.75,1.65,0.89,3.11,2.95,1.81,1.86,,3.12,2.07,3.27,,0.62,1.54,0.32,0.85,2.54,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,0.93,1.37,1.59,4.4,2.63,0.36,2.69,4.59,2.06,3.8,2.36,2.24,2.74,3.08,2.07,2.66,4.58,0.28,2.37,2.52,2.55,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,2.56,0.73,2.05,0.29,1.49,2.01,3.33,2.96,1.63,4.03,,1.31,0.85,1.45,1.67,3.9,3.85,2.02,2.12,3.92,0.54,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.91,5.69,3.26,1.92,1.55,2.64,3.24,1.3,1.16,1.73,2.24,,5.62,1.14,0.84,3.52,2.92,0.69,2.44,3.62,1.77,1.77,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.69,2.05,0.13,4.06,3.24,2.79,3.01,3.04,3.52,0.64,4.81,2.98,4.07,4.81,4.81,1.86,3.11,0.62,5.13,2.65,2.49,1.2,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,1.22,1.37,1.62,0.72,1.93,2.12,2.25,2.84,5.71,1.34,2.04,1.91,3.27,3.36,3.37,3.09,5.1,1.09,2.9,3.21,4.57,0.1,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,4.53,3.45,4.8,1.31,4.21,3.9,4.9,3.03,1.7,0.79,2.35,6.36,1.04,1.02,4.01,3.6,2.46,2.67,2.67,2.24,3.3,3.24,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
