"SKIPTON SILSDEN RESERVOIR",,,,,,,,,,,,
Grid ref,SE046475,Long,-1.931441,Lat,53.923616,,,,,,,
Station no,3302,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,3.98,1.61,1.57,2.26,1.97,0.76,3.98,1.09,2.20,1.45,,
February,3.47,0.79,1.09,2.80,2.43,1.39,2.04,1.76,2.24,1.45,,
March,0.43,2.33,1.86,4.21,0.96,2.08,2.00,2.85,3.29,2.33,,
April,0.98,2.29,0.82,1.14,1.17,1.60,1.13,1.78,1.96,2.73,,
May,1.35,0.74,1.93,2.12,2.38,0.38,2.75,3.23,2.42,2.05,,
June,3.38,0.92,1.25,1.22,1.20,1.99,1.82,4.54,1.09,2.31,,
July,2.67,1.15,2.03,3.50,1.51,1.15,2.03,2.56,3.61,3.34,,
August,3.76,1.79,1.51,3.43,2.21,3.85,3.36,2.33,2.55,2.48,,
September,0.83,1.37,1.30,4.23,0.51,1.92,0.61,0.69,3.28,2.81,,
October,4.17,1.64,3.05,7.81,0.83,2.48,4.70,4.96,1.72,2.60,,
November,3.48,3.22,2.19,1.70,1.99,3.73,3.44,1.83,2.32,1.21,,
December,2.72,2.96,2.26,1.37,1.76,0.69,2.45,3.65,2.40,4.25,,
Total,31.22,20.81,20.86,35.79,18.92,22.02,30.31,31.27,29.08,29.01,,
Calc annual,31.22,20.81,20.86,35.79,18.92,22.02,30.31,31.27,29.08,29.01,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,,
