"WEST PORLOCK, UNDERWAY",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2104,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,3.24,5.75,6.38,7.15,7.86,7.83,1.30,8.99,
February,,,,10.58,0.36,8.68,3.74,4.46,5.45,1.16,1.15,
March,,,,1.24,1.70,1.10,1.04,5.26,3.42,0.50,3.09,
April,,,,3.14,4.08,2.72,2.79,1.70,2.16,0.83,3.77,
May,,,,3.28,3.75,3.97,1.88,1.24,0.98,3.51,1.94,
June,,,,0.75,3.34,0.48,2.23,2.82,2.84,2.64,0.82,
July,,,,2.56,4.27,3.45,1.95,4.23,1.95,1.94,3.01,
August,,,3.43,3.78,7.93,4.12,2.38,5.82,2.34,2.82,4.67,
September,,,2.50,3.63,5.49,4.66,3.55,8.43,1.22,1.71,5.73,
October,,,2.11,7.86,6.57,4.49,5.70,3.41,7.37,9.54,5.04,
November,,,2.19,5.45,3.82,2.95,11.20,3.90,6.30,14.31,6.62,
December,,,7.65,4.60,8.38,6.35,0.34,3.46,6.32,13.31,7.32,
Total,,,,50.11,55.44,49.35,43.95,52.59,48.18,53.57,52.15,
Calc annual,0.00,0.00,17.88,50.11,55.44,49.35,43.95,52.59,48.18,53.57,52.15,
Difference,NaN,NaN,NaN,-0.00,-0.00,-0.00,0.00,0.00,0.00,0.00,0.00,
