WALTHAM ON THE WOLDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK804252,Long,-0.808428,Lat,52.818352,Elevation,568,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2521/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.74,1.16,1.62,2.05,3.94,1.2,2.46,0.94,3.03,3.17,1.2,1.18,1.82,1.86,0.51,2.46,0.98,1.22,0.97,1.72,1.46,3.74,3.08,1.34,3.05,1.23,2.71,2.17,4.07,2.23,2.25,3.38,1.15,1.38,1.67,2.38,1.96,3.82,0.94,2.67,2.37,1.23,1.28,1.73,1.43,3.57,2.15,2.11,4.35,2.35,3.22,2.05,3.82,2.45,1.95,2.26,2,4.06,1.01,0.92,2.97,1.48,1.15,1.3,2.68,3.82,1.59,2.63,3.16,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,0.14,1.98,2.53,2.04,0.29,0.86,3.45,0.6,1.41,4.86,1.48,1.41,0.86,1.8,0.49,1.65,1.06,1.47,0.63,2.23,1.86,1.63,0.83,1.03,2.95,4.95,0.89,1.69,2.19,1.38,0.54,2.79,3.5,0.99,2.11,2.43,2.42,1.07,0.24,1.43,2.68,0.56,2.93,0.64,2.27,2.47,3.64,0.97,0.84,3.23,2.67,0.96,0.65,2.15,1.73,3.63,2.15,1.54,0.67,3.39,3.53,0.69,1.61,2.51,2.63,0.84,2.57,2.97,0.08,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.5,1.21,0.16,0.85,1.98,1.78,2.18,1.63,0.67,1.01,1.85,1.38,3.09,1.31,1.47,1.21,1.1,2.4,3.96,0.8,2,3.07,3.66,2.4,1.33,5.3,1.41,0.77,3.54,2.52,0.87,2.22,1.05,0.55,0.99,0.4,2.58,1.3,0.13,0.81,0.73,2.24,2.39,1.32,0.85,1.23,3.15,0.23,1.93,2.15,3.6,1.49,0.65,0.36,0.58,1.08,4.6,0.52,1.57,0.76,3.24,3.12,1.25,1.91,2.4,0.91,1.7,1.69,1.97,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,2.08,1.35,0.36,1.16,1.54,0.82,1.63,2.02,2.2,0.9,2.56,1.68,1.69,0.62,1.75,0.4,2.5,2.52,1.33,1.75,0.97,0.21,2.34,1.52,0.7,1.09,1.67,2.45,1.46,4.45,0.68,3.95,2.25,1.69,1.19,0.99,1.47,1.05,1,3.15,3.5,2.47,1,2.81,3.11,1.53,3.02,0.04,1.95,1.61,1.74,0.79,0.87,2.79,1.45,1.47,1.96,1.34,2.12,2,2.37,1.4,2.39,0.46,1.22,1.67,0.45,0.67,2.14,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,3.52,2.33,1.68,1.74,0.6,0.91,1.26,2.97,2.91,1.9,1.35,2.53,3.46,1.22,0.32,1.32,3.52,1.6,1.3,2.96,1.86,2.66,1.92,1.35,1.8,1.78,1.26,1.87,2.48,1.73,2.13,1.12,2.37,4.18,3.35,2.47,0.8,2.3,1.01,1.8,3.19,5.05,1.78,0.87,0.56,0.99,3.51,2.68,1.1,0.67,2.29,2.74,2.33,1.45,1.75,1.71,1.76,2.21,2.18,2.65,3.17,2.27,1.64,3.43,3.43,0.67,1.32,1.86,0.52,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,4.11,2.88,0.85,1.83,0.64,2.53,2.78,1.27,1.04,1.8,0.82,2.08,1.78,0.78,3.71,2.14,2.22,1.14,2.58,2.05,2.58,4,0.99,2.93,1.89,1.91,1.31,0.35,0.99,3.29,0.58,1.2,0.83,3,0.11,2.37,3.6,3.53,1.47,0.72,2.13,0.97,1.76,0.6,2.74,2.23,0.47,1.03,2.53,1.06,0.5,0.91,1.73,2.07,2.52,3.01,1.76,2.12,0.44,1.57,1.29,2,3.19,2.91,2.97,3.28,2.02,5.06,1.05,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,2.54,2.27,2.51,2.52,2.4,1.99,0.31,1.45,1.47,1.33,2.97,1.17,2.05,2.46,2.2,0.69,2.59,3.07,3.75,3.04,0.22,4.42,0.42,3.03,7.31,2.11,2.56,2.51,4.84,3.72,0.99,5.48,3.59,2.06,2.06,1.61,2.32,0.5,1.3,4.33,4.58,5.87,1.01,3.08,0.19,5.22,7.64,2.3,3.32,2.94,4.66,2.58,1.18,2.15,3.02,1.3,1.96,1.32,3.13,2.19,1.07,0.29,2.32,2.75,0.55,2.71,3.64,4,1.18,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,3.08,1.83,3.59,2.69,1.67,2.16,4.36,3.17,0.93,4.9,1.52,2.98,5.38,1.61,2.87,1.29,2.33,2.86,2.84,2.93,1.62,5.9,1.44,1.63,2.52,2.94,6.27,1.66,3.01,0.81,2.66,6.29,1.99,2.25,0.77,2.91,3.21,2.57,1.98,1.89,2.75,2.25,0.66,2.02,1.17,1.04,0.87,4.04,3.82,0.35,4.04,1.51,1.78,2.9,2.06,3.77,0.18,3.36,1.92,2.22,4.14,2.91,2.51,4.75,0.5,4.35,1.91,3.42,0.95,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.38,3.47,1.83,0.84,0.53,3.84,1.83,0.49,3.53,0.4,1.65,1.09,2.84,1.57,3.33,1.06,0.7,1.43,3.75,1.28,1.79,1.09,2.01,0.88,1.16,1.55,1.22,4.18,1.93,1.35,0.81,1.96,2.85,2.05,2.47,1.56,4.34,0.41,0.77,4.15,2.94,1.82,2.42,0.93,3.89,2.61,1.5,1.74,0.87,0.8,0.54,1.17,1.98,4.26,1.18,3.64,0.9,3.01,1.28,3.59,1.01,1.92,1.05,2.36,0.7,1.71,5.56,2.76,0.13,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,4.9,5.46,2.27,2.89,4.01,4.59,1.2,3.54,2.87,2.05,1.16,2.37,6,0.46,1.02,4.24,4.08,1.53,3.17,2.54,2.4,2.47,4.48,1.92,1.17,2.14,2.62,1.63,1.79,1.08,1.59,1.26,2.51,4.57,3.62,2.27,1.6,3.76,2.66,2.04,0.46,2.99,1.79,2.24,2.44,1.53,2.1,1.68,3.29,3.49,2.63,2.21,1.66,2.59,3.22,1.66,0.27,2.14,4.61,0.79,1.07,2.59,1.94,3.27,1.66,1.15,1.14,1.78,1.76,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
