LHANBRYDE (BLACKHILLS HOUSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NJ272582,Long,-3.219992,Lat,57.607899,Elevation,310,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,1.67,2.38,2.85,3.44,1.78,2.7,2.36,2.96,1.24,1.8,1.63,2.26,2.98,1.34,1.65,3.34,1.99,1.14,1.27,2.23,3.58,3.26,2.66,3.47,1.31,2.65,2.98,1.33,2.8,4.35,0.73,1.72,1.58,2.69,1.35,2.89,3.03,1.52,2.18,1.25,3.01,2.53,3.92,3.93,3.37
February,,,,,,,1.86,0.76,1.57,1.29,1.79,0.55,2.29,2.76,1.43,3.57,1.24,1.28,0.94,0.7,0.86,2.59,0.77,3.76,1.54,2.35,1.18,3.7,1.9,1.35,0.92,4.15,2.47,2.71,2.34,1.63,2.66,1.04,1.36,1.61,2.24,3.51,1.68,1.91,1.41,2.5,2.16,1.44,3.59,0.35,2.4
March,,,,,,,1.95,1.34,0.9,1.91,2.74,1.99,1.85,0.98,1.24,2.3,1.93,1.68,1.67,0.3,1.84,1.25,2.93,0.86,2.1,2.09,1.07,3.16,1.48,2.16,3.59,2.75,1.05,1.42,2.27,0.64,1.34,2.81,0.73,3.1,2.19,3.08,2.69,0.62,1.87,1.89,0.75,2.66,1.66,1.39,1.32
April,,,,,,,2.09,2.42,1.72,3.29,2.21,0.88,4.91,1.98,0.99,1.96,2.92,3.57,0.86,2.54,1.68,2.22,3.48,2.18,4.19,3.24,1.22,0.77,0.72,1.87,1.8,1.89,0.75,2.02,1.35,1.46,1.9,1.62,2.22,1.37,3.39,3.62,1.37,2.55,0.85,1.28,1.95,0.93,1.48,2.29,1.83
May,,,,,,,3.25,1.48,1.67,0.51,2.4,2.32,1.71,4.44,3.93,2.98,2.36,3.04,1.87,1.42,1.67,2.86,2.76,0.99,2.73,1.72,1.17,2.06,3.17,1.23,1.68,2.89,1.57,3.27,2.7,3.68,1.71,1.32,2.11,2.58,1.28,1.03,1.84,2.37,5.63,4.01,0.74,1.15,3.13,0.76,0.72
June,,,,,,,5.8,2.49,1.89,3.58,1.6,1.73,1.63,1.85,3.33,0.91,2.78,3.93,3.99,2.63,2.03,2.83,0.58,2.26,1.69,2.59,1.9,2.47,4.21,1.67,1.7,0.5,1.56,2.07,3.51,2.15,2.36,4.06,5.42,1.47,2.42,2.97,2.32,3.89,2.8,1.27,2.63,2.91,2.76,1.87,3.36
July,,,,,,,3.44,2.5,4.8,1.15,3.31,2.85,4.3,1.86,3.52,3.91,1.95,1.36,2.49,2.32,4.83,5.28,3.08,4.05,4.64,2.24,5.93,3.4,4.82,4.78,9.39,4.81,3.33,1.81,1.76,4,6.33,2.53,3.25,2.67,3.6,5.09,2.89,4.48,3.08,0.63,6.43,5.27,5.76,2.79,3.19
August,,,,,,,2.26,3.15,3.23,2.19,2.85,3.42,3.11,6.73,5.97,1.88,1.93,2.08,2.47,3.61,4.87,2.86,1.93,1.73,3.42,3.19,2.94,2.74,2.61,3.41,2.22,6.15,3.08,4.43,2.76,7,3.12,0.8,8.22,7.03,2.1,4.55,4.09,2.16,3.15,2.75,4.54,5.71,4.05,1.84,8.8
September,,,,,,,1.27,1.51,3.51,3.44,3.78,1.2,3.47,2.71,4.83,4.43,2.59,7.62,3.74,1.91,5.45,1.76,3.64,1.99,1.46,4.09,2.72,1.4,4.1,2,2.62,1.42,3.74,5.74,4.72,2.42,3.94,4.07,2.45,2.41,5.9,0.89,5.09,3.3,2.31,1.66,2.11,2.23,2.09,0.89,2.45
October,,,,,,,3.22,4.11,1.91,3.8,1.5,2.57,1.47,3.19,3.67,2.78,3.58,4.51,1.94,3.63,4.74,3.02,7.56,5.74,4.25,4.27,2.73,2.64,3.15,3.67,2.59,4.9,5.16,2.2,3.14,3.71,0.41,1.67,3.44,2.08,1.33,1.17,2.47,0.8,5.16,5.74,3.29,1.47,1.72,3.21,4.34
November,,,,,,,2.16,4.95,1.47,4.63,2.03,1.68,2.18,4.41,1.31,1.62,2.6,3.08,3.77,1.93,5.04,2.18,3.55,1.81,1.98,3,2.03,1.72,2.98,2.85,5.95,3.11,1.6,3.06,3.11,0.62,3.69,5.52,1.98,2.48,4.48,4.92,3.43,2.04,2.87,0.88,1.85,3.29,1.23,3.5,2
December,,,,,,,1.48,1.62,1.84,2.02,1.22,2.68,1.55,2.49,1.28,2.36,1.79,1.97,2.17,2.99,1.57,2.07,1.6,0.52,2,2.51,1.77,2.73,1.28,3.35,2.75,2.1,2.33,0.56,3.02,4.17,1.83,2.19,2.27,5.15,2.32,2.77,2.74,2.82,4.74,5.05,2.89,3.55,2.14,1.87,1.04
Total,,,,,,,30.45,28.71,27.36,31.25,27.21,24.57,30.83,36.36,32.74,30.5,27.3,36.38,28.89,25.32,36.23,32.26,33.87,27.03,31.27,33.52,28.24,30.05,33.08,31.81,36.52,37.32,29.62,30.62,33.48,35.83,30.02,29.35,35.03,34.64,32.6,36.49,33.64,28.46,36.05,28.91,32.35,33.14,33.53,24.69,34.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 Possible New Gauge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
