"LITTLEBOROUGH (BLACKSTONE EDGE)",,,,,,,,,,,,
Grid ref,SD966182,Long,-2.052925,Lat,53.660277,,,,,,,
Station no,2902,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.87,4.20,1.93,4.81,3.43,5.94,5.63,5.11,2.92,3.97,,
February,3.28,1.38,2.11,2.84,2.59,1.74,3.14,6.89,0.58,2.95,,
March,5.73,3.17,2.47,3.19,2.57,2.25,4.57,2.64,1.62,1.16,,
April,2.93,3.91,4.07,0.95,2.74,3.52,0.65,1.51,3.83,2.69,,
May,3.39,2.28,3.47,3.76,4.67,2.28,2.00,4.83,1.80,1.75,,
June,1.54,4.08,3.21,3.68,4.09,3.99,3.02,6.17,2.00,1.76,,
July,5.71,2.71,7.49,6.81,1.12,9.00,5.86,5.47,2.60,5.45,,
August,6.74,6.07,6.15,8.36,1.58,13.44,7.50,6.93,0.61,4.28,,
September,3.56,4.67,4.22,7.74,3.76,5.39,6.61,5.96,0.45,2.93,,
October,1.65,6.93,2.88,10.96,3.59,3.75,8.38,6.03,3.90,4.28,,
November,10.60,3.20,6.46,7.89,3.29,1.95,3.12,1.94,3.41,5.63,,
December,9.11,4.57,2.61,7.90,7.72,4.95,5.92,4.13,6.19,3.48,,
Total,59.11,47.17,47.07,68.89,41.15,58.20,56.40,57.61,29.91,40.33,,
Calc annual,59.11,47.17,47.07,68.89,41.15,58.20,56.40,57.61,29.91,40.33,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,,
